,approachLeg,waitTime
0,SW0,8.267412900924683
1,WS1,8.933313369750977
2,SN1,84.28637981414795
3,NW1,40.28657841682434
4,WN0,69.55293703079224
5,NS1,21.63731074333191
6,SE1,45.35197329521179
7,EN1,9.584476947784424
8,NE0,47.9750919342041
9,EW1,21.01784348487854
