,approachLeg,waitTime
0,ES0,43.49478793144226
1,SE1,15.546403646469116
2,ES0,8.489235162734985
3,SN1,8.58206844329834
4,NE0,22.357036113739014
5,EW1,47.180055379867554
6,WS1,9.412694454193115
7,SE1,20.679410457611084
8,EW1,5.561183452606201
9,WN0,29.217662811279297
10,NE0,7.912362813949585
