,vehicleid,recievetime
85543,EW1,1709602807.6876984
85544,EW1417,1709602807.6979537
85545,EW1421,1709602807.7092488
85546,EW1,1709602807.7199695
85547,EW1424,1709602807.7289782
85548,EW1425,1709602807.7405376
85549,EW1,1709602807.7510314
85550,EW1,1709602807.7603486
85551,EW1457,1709602807.7698221
85552,EW1,1709602807.7813575
85553,EW1,1709602807.7918584
85554,EW1475,1709602807.8019145
85555,EW1,1709602807.8164256
85556,EW1,1709602807.830026
85557,SW0472,1709602807.838765
85558,SN1451,1709602807.8531377
85559,SN1465,1709602807.8635957
85560,EW1,1709602807.8785565
85561,SE1452,1709602807.8913975
85562,SE1454,1709602807.9016953
85563,EW1,1709602807.9127407
85564,SE1461,1709602807.9220004
85565,EW1,1709602807.9356525
85566,ES0460,1709602807.9513462
85567,ES0467,1709602807.965124
85568,EW1,1709602807.9812922
85569,EW1,1709602807.998149
85570,EN1406,1709602808.0063405
85571,EN1407,1709602808.0164855
85572,EN1431,1709602808.0269754
85573,EW1,1709602808.0384474
85574,EN1443,1709602808.0500345
85575,EW1,1709602808.058888
85576,EN1459,1709602808.0682154
85577,EW1,1709602808.076427
85578,EN1462,1709602808.0862813
85579,EW1402,1709602808.10188
85580,EW1413,1709602808.1127536
85581,EW1,1709602808.1249669
85582,EW1,1709602808.134169
85583,EW1422,1709602808.1429608
85584,EW1425,1709602808.1527596
85585,EW1436,1709602808.164683
85586,EW1457,1709602808.173863
85587,EW1463,1709602808.184892
85588,EW1,1709602808.1933894
85589,SW0435,1709602808.204145
85590,EW1,1709602808.2174895
85591,EW1,1709602808.2319152
85592,SN1451,1709602808.2404137
85593,EW1,1709602808.2521696
85594,EW1,1709602808.2626362
85595,EW1,1709602808.271672
85596,SE1454,1709602808.282987
85597,SE1470,1709602808.2921693
85598,EW1,1709602808.3053071
85599,EW1,1709602808.3183026
85600,ES0460,1709602808.3273792
85601,ES0469,1709602808.3399243
85602,ES0474,1709602808.3530304
85603,EW1,1709602808.3650165
85604,EW1,1709602808.3826222
85605,EW1,1709602808.3927884
85606,EN1431,1709602808.4024053
85607,EW1,1709602808.4122403
85608,EN1443,1709602808.4228156
85609,EN1447,1709602808.4327204
85610,EN1462,1709602808.4415505
85611,EW1,1709602808.4518366
85612,EN1473,1709602808.4594665
85613,EW1,1709602808.4678335
85614,EW1,1709602808.4766495
85615,EW1,1709602808.487787
85616,EW1,1709602808.4990165
85617,EW1421,1709602808.507139
85618,EW1422,1709602808.5167933
85619,EW1,1709602808.5254896
85620,EW1,1709602808.5349662
85621,EW1445,1709602808.5444543
85622,EW1457,1709602808.554324
85623,EW1468,1709602808.5641227
85624,EW1475,1709602808.573919
85625,SW0435,1709602808.5874074
85626,SW0439,1709602808.600819
85627,SW0453,1709602808.612414
85628,EW1,1709602808.6223948
85629,SN1464,1709602808.6357517
85630,EW1,1709602808.6477876
85631,SE1452,1709602808.6596963
85632,EW1,1709602808.6702728
85633,EW1,1709602808.678397
85634,SE1470,1709602808.6862617
85635,EW1,1709602808.6977
85636,EW1,1709602808.708636
85637,ES0455,1709602808.7178788
85638,ES0466,1709602808.7333763
85639,EW1,1709602808.7450862
85640,EN1398,1709602808.7572134
85641,EW1,1709602808.7699544
85642,EW1,1709602808.780085
