,vehicleid,recievetime
41153,SN1,1709769639.3610413
41154,SN1,1709769639.3662782
41155,SN1,1709769639.3721466
41156,SN1,1709769639.377259
41157,SN1,1709769639.383301
41158,SN1,1709769639.389409
41159,SN1,1709769639.3975632
41160,SN1,1709769639.4060214
41161,SN1,1709769639.4117186
41162,SN1,1709769639.4166899
41163,SN1,1709769639.4256022
41164,SN1,1709769639.4326007
41165,SN1,1709769639.4399085
41166,SN1,1709769639.446335
41167,SN1,1709769639.4529788
41168,SN1,1709769639.460512
41169,SN1,1709769639.4671314
41170,SN1,1709769639.4740164
41171,SN1,1709769639.480616
41172,SW0129,1709769639.4884262
41173,SW0144,1709769639.4993
41174,SW0145,1709769639.5090084
41175,SN1140,1709769639.5214956
41176,SN1,1709769639.5324051
41177,SE1142,1709769639.5422897
41178,SE1147,1709769639.5521588
41179,SN1,1709769639.5608728
41180,NS1148,1709769639.5706832
41181,NE0134,1709769639.5842888
41182,NE0143,1709769639.5923328
41183,NE0146,1709769639.601979
41184,SN1,1709769639.6139326
41185,SN1,1709769639.6245432
41186,SN1,1709769639.6317751
41187,SN1,1709769639.6385489
41188,SN1,1709769639.6452272
41189,SN1,1709769639.6511714
41190,SN1,1709769639.6587574
41191,SN1,1709769639.6645434
41192,SN1,1709769639.670906
41193,SN1,1709769639.6795676
41194,SN1,1709769639.686696
41195,SN1,1709769639.6962557
41196,SN1,1709769639.7017412
41197,SN1,1709769639.7094269
41198,SN1,1709769639.7162752
41199,SN1,1709769639.7237103
41200,SN1,1709769639.7310953
41201,SN1,1709769639.740101
41202,SN1,1709769639.7469058
41203,SN1,1709769639.7528186
41204,SN1,1709769639.7596524
41205,SN1,1709769639.7660885
41206,SN1,1709769639.775035
41207,SN1,1709769639.7815342
41208,SN1,1709769639.7885027
41209,SN1,1709769639.7946544
41210,SW0144,1709769639.800631
41211,SN1,1709769639.8105714
41212,SW0149,1709769639.8207493
41213,SE1141,1709769639.8310027
41214,SE1142,1709769639.839619
41215,SE1147,1709769639.8472795
41216,NS1148,1709769639.8597105
41217,NE0134,1709769639.8682141
41218,SN1,1709769639.875618
41219,NE0143,1709769639.887107
41220,SN1,1709769639.8973253
41221,NE0146,1709769639.9074
41222,SN1,1709769639.9174435
41223,SN1,1709769639.929263
41224,SN1,1709769639.9363794
41225,SN1,1709769639.9431362
41226,SN1,1709769639.949513
41227,SN1,1709769639.9553733
41228,SN1,1709769639.9631057
41229,SN1,1709769639.970315
41230,SN1,1709769639.9781473
41231,SN1,1709769639.9838362
41232,SN1,1709769639.9904299
41233,SN1,1709769639.9968417
41234,SN1,1709769640.0052197
41235,SN1,1709769640.0121598
41236,SN1,1709769640.0212355
41237,SN1,1709769640.0291035
41238,SN1,1709769640.035563
41239,SN1,1709769640.043788
41240,SN1,1709769640.049954
41241,SN1,1709769640.0600817
41242,SN1,1709769640.06632
41243,SN1,1709769640.0738344
41244,SN1,1709769640.0805695
41245,SW0129,1709769640.0882158
41246,SN1,1709769640.0984135
41247,SW0144,1709769640.1110272
41248,SN1140,1709769640.1222785
41249,SE1141,1709769640.1323986
41250,SE1142,1709769640.1422124
41251,SE1147,1709769640.152708
41252,NS1148,1709769640.1629198
41253,NE0143,1709769640.1727974
41254,NE0146,1709769640.1820166
41255,SN1,1709769640.1938205
