,vehicleid,delaytime
178,NS1178,6.009656668
179,SN1179,6.303018808
180,SE1180,6.307075739
181,SN1181,6.297727108
182,SW0182,58.5048759
183,NE0184,38.75231528
184,NE0193,29.12594938
185,SW0187,34.49588728
186,SW0196,10.19355655
187,NE0195,16.19824195
188,NE0205,6.59166193
189,NE0207,6.590570688
190,NE0208,6.58718586
191,SN1183,77.69839978
192,SE1191,54.61390734
193,NS1185,61.84475827
194,NW1189,57.66959214
195,NS1186,61.53537607
196,SN1188,59.39751315
197,SE1194,49.19705486
198,NW1201,28.21044731
199,NS1190,56.14131212
200,SN1200,30.88909769
201,SE1197,34.18793344
202,NS1192,54.91256905
203,SN1204,17.69287276
204,SE1199,32.08759403
205,NS1198,5.95913291
206,SE1206,6.271296263
207,NS1202,5.956284761
208,SE1209,6.265615463
209,NS1203,5.942710876
210,SE1211,6.263171673
211,NS1210,5.933185816
212,SE1213,6.257262468
213,NS1214,5.998437405
214,SW0212,78.89289451
215,NE0226,30.32492685
216,NE0228,15.00936961
217,SW0215,62.09918523
218,SW0220,46.19491291
219,NE0230,11.40457058
220,NE0235,6.592006922
221,NW1216,81.32545614
222,SN1217,81.27796102
223,SE1218,80.10540438
224,NS1219,74.41405416
225,NW1222,63.9417541
226,NS1223,63.32079196
227,SN1221,70.49958396
228,SE1232,26.99989319
229,NW1225,57.02178025
230,NS1229,35.40567517
231,SN1224,63.00041676
232,SE1236,13.20706201
233,NW1227,42.60395575
234,SE1237,13.18645954
235,NS1231,33.2838583
236,SN1233,23.08891869
237,NW1234,20.64927912
238,SN1238,6.284445524
239,NW1240,5.952551126
240,NW1241,5.976548433
241,SN1242,6.298901081
,,
,,31.30292484
