,approachLeg,waitTime
0,SW0,8.28787875175476
1,WS1,38.16387224197388
2,SW0,17.96952533721924
3,WN0,28.94389843940735
4,NS1,12.782764434814453
5,SE1,15.497084379196167
6,EN1,42.974796295166016
7,NS1,17.09059453010559
8,SN1,13.191158056259155
9,NS1,39.14051413536072
10,SW0,11.06104564666748
