,starttime,endtime,,
674,1709167680,1709167680,,1.00136E-05
675,1709167680,1709167680,,0
676,1709167680,1709167680,,0
677,1709167680,1709167680,,1.00136E-05
678,1709167680,1709167680,,1.00136E-05
679,1709167680,1709167680,,1.00136E-05
680,1709167680,1709167680,,1.00136E-05
681,1709167680,1709167680,,0
682,1709167680,1709167680,,9.77516E-06
683,1709167680,1709167680,,0
684,1709167681,1709167681,,1.00136E-05
685,1709167681,1709167681,,1.00136E-05
686,1709167681,1709167681,,1.00136E-05
687,1709167681,1709167681,,0
688,1709167681,1709167681,,1.00136E-05
689,1709167681,1709167681,,1.00136E-05
690,1709167681,1709167681,,0
691,1709167681,1709167681,,1.00136E-05
692,1709167681,1709167681,,0
693,1709167681,1709167681,,1.00136E-05
694,1709167682,1709167682,,9.77516E-06
695,1709167682,1709167682,,1.00136E-05
696,1709167682,1709167682,,0
697,1709167682,1709167682,,1.00136E-05
698,1709167682,1709167682,,1.00136E-05
699,1709167682,1709167682,,2.00272E-05
700,1709167682,1709167682,,2.00272E-05
701,1709167682,1709167682,,2.98023E-05
702,1709167682,1709167682,,1.97887E-05
