,starttime,endtime,phaseDuration,,
254,1709162423,1709162423,5,,1.00136E-05
255,1709162428,1709162428,5,,1.00136E-05
256,1709162433,1709162433,5,,1.00136E-05
257,1709162438,1709162438,5,,1.97887E-05
258,1709162443,1709162443,5,,1.00136E-05
259,1709162449,1709162449,5,,1.00136E-05
260,1709162454,1709162454,5,,2.00272E-05
261,1709162459,1709162459,5,,2.00272E-05
262,1709162464,1709162464,5,,1.97887E-05
263,1709162469,1709162469,5,,2.00272E-05
264,1709162474,1709162474,5,,2.00272E-05
265,1709162479,1709162479,5,,1.00136E-05
266,1709162484,1709162484,5,,2.00272E-05
267,1709162490,1709162490,5,,1.00136E-05
268,1709162495,1709162495,5,,2.00272E-05
269,1709162500,1709162500,5,,2.00272E-05
270,1709162505,1709162505,5,,1.00136E-05
271,1709162510,1709162510,5,,2.00272E-05
272,1709162515,1709162515,5,,2.00272E-05
273,1709162520,1709162520,5,,2.00272E-05
274,1709162525,1709162525,5,,1.00136E-05
275,1709162531,1709162531,5,,2.00272E-05
276,1709162536,1709162536,5,,2.00272E-05
277,1709162541,1709162541,5,,2.00272E-05
278,1709162546,1709162546,5,,1.97887E-05
279,1709162551,1709162551,5,,1.97887E-05
280,1709162556,1709162556,5,,2.00272E-05
281,1709162561,1709162561,5,,1.00136E-05
282,1709162566,1709162566,5,,3.00407E-05
283,1709162571,1709162571,5,,2.00272E-05
284,1709162577,1709162577,5,,2.00272E-05
285,1709162582,1709162582,5,,2.00272E-05
286,1709162587,1709162587,5,,9.77516E-06
287,1709162592,1709162592,5,,2.00272E-05
288,1709162597,1709162597,5,,2.00272E-05
289,1709162602,1709162602,5,,1.00136E-05
290,1709162607,1709162607,5,,1.00136E-05
291,1709162612,1709162612,5,,2.00272E-05
292,1709162617,1709162617,5,,2.00272E-05
293,1709162622,1709162622,5,,1.00136E-05
294,1709162628,1709162628,5,,1.97887E-05
295,1709162633,1709162633,5,,1.97887E-05
296,1709162638,1709162638,5,,2.00272E-05
297,1709162643,1709162643,5,,2.00272E-05
298,1709162648,1709162648,5,,2.00272E-05
299,1709162653,1709162653,5,,2.00272E-05
300,1709162658,1709162658,5,,2.00272E-05
301,1709162663,1709162663,5,,2.00272E-05
302,1709162668,1709162668,5,,2.00272E-05
303,1709162674,1709162674,5,,2.00272E-05
304,1709162679,1709162679,5,,2.00272E-05
305,1709162684,1709162684,5,,2.00272E-05
306,1709162689,1709162689,5,,2.00272E-05
307,1709162694,1709162694,5,,2.00272E-05
308,1709162699,1709162699,5,,1.00136E-05
309,1709162704,1709162704,5,,1.00136E-05
310,1709162709,1709162709,5,,2.00272E-05
311,1709162715,1709162715,5,,1.00136E-05
312,1709162720,1709162720,5,,2.00272E-05
313,1709162725,1709162725,5,,2.00272E-05
314,1709162730,1709162730,5,,1.00136E-05
315,1709162735,1709162735,5,,1.97887E-05
316,1709162740,1709162740,5,,2.00272E-05
317,1709162745,1709162745,5,,2.00272E-05
318,1709162750,1709162750,5,,2.00272E-05
319,1709162755,1709162755,5,,4.00543E-05
320,1709162760,1709162760,5,,2.00272E-05
321,1709162766,1709162766,5,,1.00136E-05
322,1709162771,1709162771,5,,1.00136E-05
323,1709162776,1709162776,5,,2.00272E-05
324,1709162781,1709162781,5,,2.00272E-05
325,1709162786,1709162786,5,,1.00136E-05
326,1709162791,1709162791,5,,2.00272E-05
327,1709162796,1709162796,5,,2.00272E-05
328,1709162801,1709162801,5,,2.00272E-05
329,1709162806,1709162806,5,,2.00272E-05
330,1709162812,1709162812,5,,2.00272E-05
331,1709162817,1709162817,5,,1.00136E-05
332,1709162822,1709162822,5,,2.00272E-05
333,1709162827,1709162827,5,,1.00136E-05
334,1709162832,1709162832,5,,2.00272E-05
335,1709162837,1709162837,5,,1.97887E-05
336,1709162842,1709162842,5,,1.00136E-05
337,1709162847,1709162847,5,,2.00272E-05
338,1709162852,1709162852,5,,3.00407E-05
339,1709162858,1709162858,5,,2.00272E-05
340,1709162863,1709162863,5,,2.00272E-05
341,1709162868,1709162868,5,,1.00136E-05
342,1709162873,1709162873,5,,2.00272E-05
343,1709162878,1709162878,5,,3.00407E-05
344,1709162883,1709162883,5,,2.00272E-05
345,1709162888,1709162888,5,,2.00272E-05
346,1709162893,1709162893,5,,1.00136E-05
347,1709162898,1709162898,5,,2.00272E-05
348,1709162903,1709162903,5,,2.00272E-05
349,1709162909,1709162909,5,,1.00136E-05
350,1709162914,1709162914,5,,2.00272E-05
351,1709162919,1709162919,5,,1.00136E-05
352,1709162924,1709162924,5,,2.00272E-05
353,1709162929,1709162929,5,,1.00136E-05
354,1709162934,1709162934,5,,2.00272E-05
355,1709162939,1709162939,5,,2.00272E-05
356,1709162944,1709162944,5,,2.00272E-05
357,1709162949,1709162949,5,,1.97887E-05
358,1709162954,1709162954,5,,2.00272E-05
359,1709162959,1709162959,5,,2.00272E-05
360,1709162964,1709162964,5,,1.97887E-05
361,1709162970,1709162970,5,,1.00136E-05
362,1709162975,1709162975,5,,2.00272E-05
363,1709162980,1709162980,5,,2.00272E-05
364,1709162985,1709162985,5,,2.00272E-05
365,1709162990,1709162990,5,,2.00272E-05
366,1709162995,1709162995,5,,2.00272E-05
367,1709163000,1709163000,5,,2.00272E-05
368,1709163005,1709163005,5,,2.00272E-05
369,1709163010,1709163010,5,,2.00272E-05
370,1709163016,1709163016,5,,2.00272E-05
371,1709163021,1709163021,5,,2.00272E-05
372,1709163026,1709163026,5,,3.00407E-05
373,1709163031,1709163031,5,,2.00272E-05
374,1709163036,1709163036,5,,2.00272E-05
375,1709163041,1709163041,5,,9.77516E-06
376,1709163046,1709163046,5,,2.00272E-05
377,1709163051,1709163051,5,,2.00272E-05
378,1709163056,1709163056,5,,2.00272E-05
379,1709163062,1709163062,5,,1.00136E-05
380,1709163067,1709163067,5,,9.77516E-06
381,1709163072,1709163072,5,,2.00272E-05
382,1709163077,1709163077,5,,2.00272E-05
383,1709163082,1709163082,5,,2.00272E-05
384,1709163087,1709163087,5,,1.97887E-05
385,1709163092,1709163092,5,,2.00272E-05
386,1709163097,1709163097,5,,2.00272E-05
387,1709163102,1709163102,5,,2.00272E-05
388,1709163108,1709163108,5,,1.97887E-05
389,1709163113,1709163113,5,,1.00136E-05
390,1709163118,1709163118,5,,1.00136E-05
391,1709163123,1709163123,5,,2.00272E-05
392,1709163128,1709163128,5,,2.00272E-05
393,1709163133,1709163133,5,,1.00136E-05
394,1709163138,1709163138,5,,1.97887E-05
395,1709163143,1709163143,5,,1.00136E-05
396,1709163148,1709163148,5,,1.00136E-05
397,1709163153,1709163153,5,,1.00136E-05
398,1709163158,1709163158,5,,1.00136E-05
399,1709163163,1709163163,5,,1.97887E-05
400,1709163169,1709163169,5,,1.97887E-05
401,1709163174,1709163174,5,,2.00272E-05
402,1709163179,1709163179,5,,2.00272E-05
403,1709163184,1709163184,5,,2.00272E-05
404,1709163189,1709163189,5,,2.00272E-05
405,1709163194,1709163194,5,,3.00407E-05
406,1709163199,1709163199,5,,2.00272E-05
407,1709163204,1709163204,5,,2.00272E-05
408,1709163209,1709163209,5,,1.00136E-05
409,1709163215,1709163215,5,,2.00272E-05
410,1709163220,1709163220,5,,1.00136E-05
411,1709163225,1709163225,5,,2.00272E-05
412,1709163230,1709163230,5,,2.00272E-05
413,1709163235,1709163235,5,,7.00951E-05
414,1709163240,1709163240,5,,2.00272E-05
415,1709163245,1709163245,5,,2.00272E-05
416,1709163250,1709163250,5,,2.00272E-05
417,1709163256,1709163256,5,,2.00272E-05
418,1709163261,1709163261,5,,1.00136E-05
419,1709163266,1709163266,5,,2.00272E-05
420,1709163271,1709163271,5,,2.00272E-05
421,1709163276,1709163276,5,,2.00272E-05
422,1709163281,1709163281,5,,2.00272E-05
423,1709163286,1709163286,5,,1.00136E-05
424,1709163291,1709163291,5,,2.00272E-05
425,1709163296,1709163296,5,,2.00272E-05
426,1709163302,1709163302,5,,2.00272E-05
427,1709163307,1709163307,5,,2.00272E-05
428,1709163312,1709163312,5,,1.97887E-05
429,1709163317,1709163317,5,,2.00272E-05
430,1709163322,1709163322,5,,1.00136E-05
431,1709163327,1709163327,5,,2.00272E-05
432,1709163332,1709163332,5,,2.00272E-05
433,1709163337,1709163337,5,,2.00272E-05
434,1709163342,1709163342,5,,2.00272E-05
435,1709163347,1709163347,5,,1.97887E-05
436,1709163352,1709163352,5,,3.00407E-05
437,1709163357,1709163357,5,,2.00272E-05
438,1709163363,1709163363,5,,2.00272E-05
439,1709163368,1709163368,5,,1.00136E-05
440,1709163373,1709163373,5,,1.00136E-05
441,1709163378,1709163378,5,,1.97887E-05
442,1709163383,1709163383,5,,1.97887E-05
443,1709163388,1709163388,5,,1.00136E-05
444,1709163393,1709163393,5,,2.00272E-05
445,1709163398,1709163398,5,,2.00272E-05
446,1709163403,1709163403,5,,1.00136E-05
447,1709163409,1709163409,5,,1.00136E-05
448,1709163414,1709163414,5,,1.97887E-05
449,1709163419,1709163419,5,,2.00272E-05
450,1709163424,1709163424,5,,2.00272E-05
451,1709163429,1709163429,5,,2.00272E-05
452,1709163434,1709163434,5,,2.00272E-05
453,1709163439,1709163439,5,,2.00272E-05
454,1709163444,1709163444,5,,1.97887E-05
455,1709163449,1709163449,5,,1.00136E-05
456,1709163454,1709163454,5,,2.00272E-05
457,1709163459,1709163459,5,,2.00272E-05
458,1709163464,1709163464,5,,1.97887E-05
459,1709163470,1709163470,5,,1.97887E-05
460,1709163475,1709163475,5,,2.00272E-05
461,1709163480,1709163480,5,,2.00272E-05
462,1709163485,1709163485,5,,1.00136E-05
463,1709163490,1709163490,5,,2.00272E-05
464,1709163495,1709163495,5,,2.00272E-05
465,1709163500,1709163500,5,,2.00272E-05
466,1709163505,1709163505,5,,2.00272E-05
467,1709163510,1709163510,5,,2.00272E-05
468,1709163515,1709163515,5,,1.00136E-05
469,1709163521,1709163521,5,,2.00272E-05
470,1709163526,1709163526,5,,2.00272E-05
471,1709163531,1709163531,5,,3.00407E-05
472,1709163536,1709163536,5,,2.00272E-05
473,1709163541,1709163541,5,,2.00272E-05
474,1709163546,1709163546,5,,2.00272E-05
475,1709163551,1709163551,5,,1.00136E-05
476,1709163556,1709163556,5,,1.00136E-05
477,1709163561,1709163561,5,,2.00272E-05
478,1709163567,1709163567,5,,1.00136E-05
479,1709163572,1709163572,5,,1.97887E-05
480,1709163577,1709163577,5,,2.00272E-05
481,1709163582,1709163582,5,,2.00272E-05
482,1709163587,1709163587,5,,2.00272E-05
483,1709163592,1709163592,5,,2.00272E-05
484,1709163597,1709163597,5,,1.00136E-05
485,1709163602,1709163602,5,,2.00272E-05
486,1709163607,1709163607,5,,1.00136E-05
487,1709163613,1709163613,5,,1.00136E-05
488,1709163618,1709163618,5,,1.97887E-05
489,1709163623,1709163623,5,,2.00272E-05
490,1709163628,1709163628,5,,2.00272E-05
491,1709163633,1709163633,5,,1.00136E-05
492,1709163638,1709163638,5,,2.00272E-05
493,1709163643,1709163643,5,,1.00136E-05
494,1709163648,1709163648,5,,2.00272E-05
495,1709163653,1709163653,5,,1.00136E-05
496,1709163659,1709163659,5,,9.77516E-06
497,1709163664,1709163664,5,,1.00136E-05
498,1709163669,1709163669,5,,2.00272E-05
499,1709163674,1709163674,5,,2.00272E-05
500,1709163679,1709163679,5,,1.00136E-05
501,1709163684,1709163684,5,,2.00272E-05
502,1709163689,1709163689,5,,2.00272E-05
503,1709163694,1709163694,5,,2.00272E-05
504,1709163699,1709163699,5,,1.00136E-05
505,1709163704,1709163704,5,,2.00272E-05
506,1709163709,1709163709,5,,1.00136E-05
507,1709163715,1709163715,5,,2.00272E-05
508,1709163720,1709163720,5,,2.00272E-05
509,1709163725,1709163725,5,,2.00272E-05
510,1709163730,1709163730,5,,2.00272E-05
511,1709163735,1709163735,5,,1.97887E-05
512,1709163740,1709163740,5,,2.00272E-05
513,1709163745,1709163745,5,,2.00272E-05
514,1709163750,1709163750,5,,2.00272E-05
515,1709163755,1709163755,5,,2.00272E-05
516,1709163760,1709163760,5,,2.00272E-05
517,1709163766,1709163766,5,,1.00136E-05
518,1709163771,1709163771,5,,1.97887E-05
519,1709163776,1709163776,5,,1.97887E-05
520,1709163781,1709163781,5,,2.00272E-05
521,1709163786,1709163786,5,,2.00272E-05
522,1709163791,1709163791,5,,2.00272E-05
523,1709163796,1709163796,5,,1.97887E-05
524,1709163801,1709163801,5,,2.98023E-05
525,1709163806,1709163806,5,,1.00136E-05
526,1709163811,1709163811,5,,2.00272E-05
527,1709163817,1709163817,5,,1.00136E-05
528,1709163822,1709163822,5,,2.00272E-05
529,1709163827,1709163827,5,,1.00136E-05
530,1709163832,1709163832,5,,1.00136E-05
531,1709163837,1709163837,5,,2.00272E-05
532,1709163842,1709163842,5,,1.00136E-05
533,1709163847,1709163847,5,,2.00272E-05
534,1709163852,1709163852,5,,2.00272E-05
535,1709163857,1709163857,5,,1.00136E-05
536,1709163863,1709163863,5,,1.00136E-05
537,1709163868,1709163868,5,,1.00136E-05
538,1709163873,1709163873,5,,4.00543E-05
539,1709163878,1709163878,5,,1.97887E-05
540,1709163883,1709163883,5,,2.00272E-05
541,1709163888,1709163888,5,,1.00136E-05
542,1709163893,1709163893,5,,1.97887E-05
543,1709163898,1709163898,5,,1.00136E-05
544,1709163903,1709163903,5,,1.00136E-05
