,starttime,endtime,,
578,1709222680,1709222680,,3.00407E-05
579,1709222680,1709222680,,2.00272E-05
580,1709222680,1709222680,,1.97887E-05
581,1709222681,1709222681,,2.00272E-05
582,1709222681,1709222681,,2.00272E-05
583,1709222681,1709222681,,4.00543E-05
584,1709222681,1709222681,,2.00272E-05
585,1709222681,1709222681,,1.00136E-05
586,1709222681,1709222681,,2.00272E-05
587,1709222681,1709222681,,2.00272E-05
588,1709222681,1709222681,,2.00272E-05
589,1709222681,1709222681,,1.97887E-05
590,1709222682,1709222682,,5.00679E-05
591,1709222682,1709222682,,3.00407E-05
592,1709222682,1709222682,,2.00272E-05
593,1709222682,1709222682,,4.00543E-05
594,1709222682,1709222682,,2.00272E-05
595,1709222682,1709222682,,2.00272E-05
596,1709222682,1709222682,,2.00272E-05
597,1709222682,1709222682,,1.97887E-05
598,1709222682,1709222682,,2.00272E-05
599,1709222682,1709222682,,2.00272E-05
600,1709222682,1709222682,,2.00272E-05
601,1709222683,1709222683,,3.00407E-05
602,1709222683,1709222683,,2.00272E-05
603,1709222683,1709222683,,2.00272E-05
604,1709222683,1709222683,,2.00272E-05
605,1709222683,1709222683,,3.00407E-05
606,1709222683,1709222683,,2.00272E-05
607,1709222683,1709222683,,2.00272E-05
608,1709222683,1709222683,,2.00272E-05
609,1709222683,1709222683,,2.00272E-05
610,1709222684,1709222684,,2.00272E-05
611,1709222684,1709222684,,2.00272E-05
612,1709222684,1709222684,,3.00407E-05
613,1709222684,1709222684,,2.00272E-05
614,1709222684,1709222684,,2.00272E-05
615,1709222684,1709222684,,3.00407E-05
616,1709222684,1709222684,,2.00272E-05
617,1709222684,1709222684,,2.00272E-05
618,1709222684,1709222684,,2.00272E-05
619,1709222684,1709222684,,2.00272E-05
620,1709222684,1709222684,,2.98023E-05
621,1709222685,1709222685,,2.00272E-05
622,1709222685,1709222685,,9.01222E-05
623,1709222685,1709222685,,2.00272E-05
624,1709222685,1709222685,,2.00272E-05
625,1709222685,1709222685,,2.00272E-05
626,1709222685,1709222685,,2.00272E-05
627,1709222685,1709222685,,3.00407E-05
628,1709222685,1709222685,,2.00272E-05
629,1709222685,1709222685,,2.00272E-05
630,1709222685,1709222685,,2.00272E-05
631,1709222686,1709222686,,2.00272E-05
632,1709222686,1709222686,,1.00136E-05
633,1709222686,1709222686,,2.00272E-05
634,1709222686,1709222686,,2.00272E-05
635,1709222686,1709222686,,3.00407E-05
636,1709222686,1709222686,,2.00272E-05
637,1709222686,1709222686,,2.00272E-05
638,1709222686,1709222686,,3.00407E-05
639,1709222686,1709222686,,3.00407E-05
640,1709222687,1709222687,,2.00272E-05
641,1709222687,1709222687,,2.00272E-05
642,1709222687,1709222687,,2.00272E-05
643,1709222687,1709222687,,2.00272E-05
644,1709222687,1709222687,,3.00407E-05
645,1709222687,1709222687,,2.00272E-05
646,1709222687,1709222687,,2.00272E-05
647,1709222687,1709222687,,2.00272E-05
648,1709222687,1709222687,,2.00272E-05
649,1709222687,1709222687,,2.00272E-05
650,1709222688,1709222688,,2.00272E-05
651,1709222688,1709222688,,2.00272E-05
652,1709222688,1709222688,,5.00679E-05
653,1709222688,1709222688,,2.00272E-05
654,1709222688,1709222688,,2.00272E-05
655,1709222688,1709222688,,2.98023E-05
656,1709222688,1709222688,,3.00407E-05
657,1709222688,1709222688,,3.00407E-05
658,1709222688,1709222688,,1.97887E-05
659,1709222688,1709222688,,8.01086E-05
660,1709222688,1709222688,,2.00272E-05
661,1709222689,1709222689,,2.00272E-05
662,1709222689,1709222689,,2.00272E-05
663,1709222689,1709222689,,2.00272E-05
664,1709222689,1709222689,,2.00272E-05
665,1709222689,1709222689,,2.00272E-05
666,1709222689,1709222689,,3.00407E-05
667,1709222689,1709222689,,2.00272E-05
668,1709222689,1709222689,,2.00272E-05
669,1709222689,1709222689,,3.00407E-05
670,1709222689,1709222689,,2.00272E-05
671,1709222690,1709222690,,1.97887E-05
672,1709222690,1709222690,,2.00272E-05
673,1709222690,1709222690,,2.00272E-05
674,1709222690,1709222690,,1.97887E-05
675,1709222690,1709222690,,2.00272E-05
676,1709222690,1709222690,,2.98023E-05
677,1709222690,1709222690,,2.00272E-05
678,1709222690,1709222690,,2.00272E-05
679,1709222690,1709222690,,2.00272E-05
680,1709222691,1709222691,,2.00272E-05
681,1709222691,1709222691,,3.00407E-05
682,1709222691,1709222691,,2.00272E-05
683,1709222691,1709222691,,1.00136E-05
684,1709222691,1709222691,,2.00272E-05
685,1709222691,1709222691,,1.97887E-05
686,1709222691,1709222691,,2.00272E-05
687,1709222691,1709222691,,2.00272E-05
688,1709222691,1709222691,,1.97887E-05
689,1709222691,1709222691,,3.00407E-05
690,1709222692,1709222692,,2.00272E-05
691,1709222692,1709222692,,2.00272E-05
692,1709222692,1709222692,,2.00272E-05
693,1709222692,1709222692,,2.00272E-05
694,1709222692,1709222692,,2.00272E-05
695,1709222692,1709222692,,2.00272E-05
696,1709222692,1709222692,,3.00407E-05
697,1709222692,1709222692,,2.00272E-05
