,approachLeg,waitTime
0,ES0,13.55909371
1,SE1,27.86016059
2,ES0,23.33713841
3,SN1,23.82519984
4,NS1,6.86852932
5,SW0,44.32335639
6,WE1,12.60720086
7,EN1,27.00460386
8,NE0,8.661663771
