,approachLeg,waitTime
0,SW0,21.715575695037842
1,WS1,18.28696608543396
2,SN1,12.299837112426758
3,NS1,6.73893141746521
4,SW0,23.575525999069214
5,WN0,15.971588373184204
6,NE0,8.519752740859985
7,EN1,14.470375537872314
8,NS1,35.803227186203
9,SE1,19.76879596710205
10,EN1,10.53995394706726
