,vehicleid,delaytime
83,SE182,19.19533014
84,SE183,19.19363379
85,SE186,7.790267229
86,SW085,14.09045744
87,SE187,10.80329585
88,NE088,11.40142655
89,SN190,13.49939823
90,SE189,14.08907485
91,NW191,8.392534256
92,SE192,6.29263711
93,NS193,6.004946947
94,SN194,6.303879023
95,NS196,5.999606371
96,NE095,16.21180725
97,NE097,12.61547804
98,SW098,6.591880083
99,SN199,8.397422314
100,SN1100,8.378267288
101,NW1102,6.275926828
102,NS1103,5.995998383
103,NS1104,5.999023914
104,SE1105,6.296499252
105,NS1106,5.988588095
106,NW1107,5.998786449
107,NW1108,6.004730701
108,SW0101,37.19406676
109,NE0109,17.40369248
110,SW0110,14.09636998
111,NE0112,9.604060888
112,SW0113,8.394728184
113,SW0116,6.603879929
114,SE1111,21.29385185
115,NW1114,14.39755249
116,SE1115,13.50207615
117,SN1117,6.297117949
118,NE0118,15.00060868
119,NE0122,7.19942975
120,NE0123,6.58266449
121,SE1119,16.19815373
122,SN1120,16.18146634
123,SN1121,14.98995781
124,NW1124,6.002108335
125,SN1126,6.312966585
126,SE1127,6.283061981
127,SE1128,6.298686981
128,SW0125,17.39790177
129,NE0132,6.911067724
130,NE0133,6.608494282
131,NW1129,14.08905673
132,NW1130,12.90505075
133,NW1131,9.595923662
134,SN1135,6.299151421
135,NW1134,5.981287956
136,SN1136,14.40169573
137,NW1137,5.996480942
138,NS1138,6.002607107
139,NW1141,5.999120712
140,SW0139,13.50071144
141,NE0140,12.88797975
142,SN1143,11.09674525
143,NS1142,13.50356483
144,SE1144,6.296916723
145,NS1145,8.402958393
146,NW1146,6.307859421
147,NW1147,6.011084557
148,SW0149,8.097012997
149,NE0148,10.80502534
150,SW0150,6.595075369
151,NW1152,11.10174298
152,SE1153,6.294765949
153,SE1155,6.294105053
154,SW0154,12.30024648
155,NE0151,28.80800462
156,SE1157,10.79400611
157,NS1156,13.50263548
158,SN1158,6.310076952
159,NS1159,6.002860546
160,SE1160,6.301470041
161,SW0161,9.597942829
162,SW0162,6.900593281
163,SE1164,6.894436121
164,NS1163,6.595836401
165,SN1166,11.70424223
166,NS1165,12.32029295
167,SN1167,9.300630569
168,SE1168,6.291432381
169,SN1169,6.290318489
170,NE0170,6.59225893
171,NE0171,9.604379416
172,NS1172,14.10059667
173,NS1173,5.999280453
174,NS1174,6.001501322
175,SW0175,8.698493958
176,NE0176,6.592399359
177,SE1177,8.106539011
178,SN1178,6.30799818
179,NS1179,5.992263317
180,NS1180,5.96944809
181,SW0182,6.597481251
182,SW0183,6.591590881
183,SN1185,10.19527483
184,NS1184,12.30611324
185,NW1181,15.62069964
186,NW1186,6.30024147
187,SE1187,6.598723412
188,NW1190,5.992935896
189,SE1192,6.293997765
190,NE0188,12.01794386
191,NE0189,11.99690604
192,NE0191,11.99863076
193,SN1193,14.39923215
