,vehicleid,delaytime
467,SW0477,6.566535711
468,NE0480,6.604207754
469,NE0484,6.616187811
470,SW0488,6.602185249
471,NE0493,6.630054474
472,NS1451,81.2883482
473,SN1490,10.82279658
474,SE1468,53.09802508
475,NW1455,76.79707766
476,NS1474,41.41677618
477,NW1458,71.40689206
478,SN1495,7.788397551
479,NS1481,20.43549562
480,NW1464,59.68895912
481,NS1483,19.22204089
482,NW1465,59.69511437
483,NW1469,5.955585241
484,SE1499,6.284393311
485,NW1479,5.907324553
486,SN1502,6.286179781
487,NS1506,6.012399435
488,SE1507,6.32068491
489,NS1513,6.00103569
490,ES0470,72.88854098
491,WN0489,41.45434976
492,ES0498,29.09273386
493,WN0491,38.71805358
494,WN0492,38.71754527
495,WN0501,30.55384946
496,WN0504,6.556349277
497,WN0512,6.541681767
498,WN0521,6.567911386
499,ES0525,6.306344986
500,ES0527,6.293131828
501,EW1476,81.60267425
502,EN1485,66.01688528
503,EW1486,65.72551227
504,WE1494,60.9051249
505,WS1478,80.15044594
506,EN1487,66.00043464
507,EW1518,29.39041209
508,WE1496,59.69055462
509,WS1482,71.76392794
510,WE1509,44.10851479
511,WS1497,56.98800468
512,WE1517,32.99139786
513,WS1500,56.69740772
514,WE1528,6.564143896
515,WS1503,6.552586079
516,WE1530,6.571135998
517,WS1514,6.553156376
518,WE1531,6.570276022
519,WS1524,6.542599916
520,EW1536,6.296933174
521,WE1537,6.621441364
,,
,,33.60953788
