# 17b4de0d-c737-4d0b-b937-32bd2ef0c95b;;;;;;
# 603fd3987364b09f9aacb70d1ed12c268e24dd56;;;;;;
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
24.9948956;37.66;2.53;3.405322;-0.0000552;8;0
25.1948548;37.62;2.54;3.4053126;-0.0000389;8;0
25.394814;37.6;2.54;3.4053065;-0.0000226;8;0
25.5947731;37.54;2.54;3.4053042;0.0000032;8;0
25.7947323;37.48;2.55;3.405308;0.0000352;8;0
25.9946914;37.44;2.56;3.4053179;0.0000305;8;0
26.1946506;37.4;2.56;3.4052921;-0.0002878;8;0
26.3946098;37.34;2.57;3.4052028;-0.0006062;8;0
26.5945689;37.32;2.58;3.4049954;-0.00182;8;0
26.7945281;37.29;2.58;3.4044521;-0.0036145;8;0
26.9944873;37.25;2.59;3.4035492;-0.0054763;8;0
27.1944464;37.2;2.59;3.4022122;-0.007897;8;0
27.3944056;37.19;2.6;3.4003912;-0.0103164;8;0
27.5943648;37.15;2.6;3.3980418;-0.0134694;8;0
27.7943239;37.13;2.6;3.3949863;-0.0170916;8;0
27.9942831;37.08;2.61;3.3912062;-0.020731;8;0
28.1942423;37.03;2.62;3.3866831;-0.0245107;8;0
28.3942014;36.98;2.62;3.3814039;-0.0282908;8;0
28.5941606;36.94;2.62;3.3753719;-0.032024;8;0
28.7941198;36.9;2.63;3.3685979;-0.0357296;8;0
28.9940789;36.87;2.63;3.3610827;-0.0394341;8;0
29.1940381;36.83;2.63;3.3528291;-0.04312;8;0
29.3939973;36.81;2.64;3.3438379;-0.0468107;8;0
29.5939564;36.75;2.64;3.3341088;-0.0504978;8;0
29.7939156;36.71;2.65;3.3236423;-0.0541892;8;0
29.9938747;36.67;2.65;3.3124371;-0.0578859;8;0
30.1938339;36.63;2.65;3.3004927;-0.0615821;8;0
30.3937931;36.58;2.66;3.2878083;-0.0652915;8;0
30.5937522;36.53;2.66;3.2743813;-0.0690022;8;0
30.7937114;36.51;2.67;3.2602114;-0.0727271;8;0
30.9936706;36.47;2.67;3.2452957;-0.0764659;8;0
31.1936297;36.44;2.67;3.2296308;-0.0802105;8;0
31.3935889;36.4;2.68;3.2132159;-0.0839823;8;0
31.5935481;36.37;2.68;3.1960443;-0.0877633;8;0
31.7935072;36.33;2.68;3.1781145;-0.0915739;8;0
31.9934664;36.29;2.69;3.1594211;-0.0954114;8;0
32.1934256;36.27;2.69;3.139957;-0.0992597;8;0
32.3933847;36.23;2.69;3.1197214;-0.1031558;8;0
32.5933439;36.19;2.69;3.0987023;-0.10707;8;0
32.7933031;36.15;2.7;3.0768968;-0.1110342;8;0
32.9932622;36.11;2.7;3.0542958;-0.1150466;8;0
33.1932214;36.05;2.7;3.0308852;-0.1190934;8;0
33.3931805;36.03;2.71;3.0066621;-0.1232163;8;0
33.5931397;35.99;2.71;2.9816039;-0.1274302;8;0
33.7930989;35.95;2.71;2.9556913;-0.1317578;8;0
33.993058;35.91;2.71;2.9289081;-0.1361847;8;0
34.1930172;35.87;2.72;2.9012102;-0.1408404;8;0
34.3929764;35.83;2.72;2.8725743;-0.1456162;8;0
34.5929355;35.78;2.72;2.8430647;-0.1490357;8;0
34.7928947;35.76;2.73;2.8129917;-0.1517739;8;0
34.9928539;35.73;2.73;2.7823784;-0.1535787;8;0
35.192813;35.69;2.73;2.7520722;-0.1495696;8;0
35.3927722;35.64;2.73;2.7225572;-0.1456535;8;0
35.5927314;35.61;2.74;2.6938599;-0.1411925;8;0
35.7926905;35.57;2.74;2.6661015;-0.1364693;8;0
35.9926497;35.53;2.74;2.6392743;-0.1318691;8;0
36.1926089;35.48;2.74;2.6133524;-0.1274524;8;0
36.392568;35.45;2.74;2.5882998;-0.1231136;8;0
36.5925272;35.42;2.74;2.5641106;-0.118853;8;0
36.7924864;35.36;2.75;2.5407668;-0.1146479;8;0
36.9924455;35.34;2.75;2.5182532;-0.1105171;8;0
37.1924047;35.28;2.75;2.496566;-0.1064387;8;0
37.3923638;35.25;2.75;2.4756836;-0.1024154;8;0
37.592323;35.21;2.76;2.4556047;-0.0984223;8;0
37.7922822;35.17;2.76;2.4363218;-0.0944562;8;0
37.9922413;35.12;2.76;2.4178247;-0.0905349;8;0
38.1922005;35.09;2.76;2.4001146;-0.0866255;8;0
38.3921597;35.04;2.76;2.3831797;-0.0827512;8;0
38.5921188;34.99;2.77;2.3670184;-0.0788969;8;0
38.792078;34.97;2.77;2.3516265;-0.0750587;8;0
38.9920372;34.92;2.77;2.3369982;-0.0712453;8;0
39.1919963;34.89;2.77;2.3231342;-0.0674304;8;0
39.3919555;34.85;2.77;2.3100303;-0.0636346;8;0
39.5919147;34.79;2.78;2.2976847;-0.0598421;8;0
39.7918738;34.75;2.78;2.2860977;-0.0560533;8;0
39.991833;34.73;2.78;2.2752671;-0.0522674;8;0
40.1917922;34.69;2.78;2.2651982;-0.0484402;8;0
40.3917513;34.64;2.78;2.2558944;-0.0446199;8;0
40.5917105;34.59;2.78;2.2473589;-0.040722;8;0
40.7916697;34.57;2.79;2.2396095;-0.0367881;8;0
40.9916288;34.49;2.79;2.2326447;-0.0329658;8;0
41.191588;34.46;2.79;2.2263854;-0.0296353;8;0
41.3915471;34.39;2.79;2.220793;-0.0263021;8;0
41.5915063;34.36;2.79;2.2158671;-0.0229675;8;0
41.7914655;34.33;2.8;2.2116083;-0.0196288;8;0
41.9914246;34.3;2.8;2.2080096;-0.0167279;8;0
42.1913838;34.25;2.8;2.2047526;-0.0158485;8;0
42.391343;34.22;2.8;2.2016715;-0.014969;8;0
42.5913021;34.19;2.8;2.1987319;-0.0145939;8;0
42.7912613;34.16;2.8;2.1958275;-0.0144566;8;0
42.9912205;34.13;2.8;2.1929505;-0.0143194;8;0
43.1911796;34.08;2.81;2.1901009;-0.0141818;8;0
43.3911388;34.04;2.81;2.1872789;-0.0140442;8;0
43.591098;34.02;2.81;2.1844844;-0.013907;8;0
43.7910571;33.96;2.81;2.1817172;-0.0137701;8;0
43.9910163;33.94;2.81;2.1789775;-0.0136333;8;0
44.1909755;33.9;2.81;2.176265;-0.0134969;8;0
44.3909346;33.86;2.81;2.1735798;-0.0133605;8;0
44.5908938;33.8;2.81;2.1709219;-0.0132245;8;0
44.790853;33.78;2.81;2.1682911;-0.0130886;8;0
44.9908121;33.74;2.81;2.1656875;-0.0129529;8;0
45.1907713;33.72;2.81;2.163111;-0.0128175;8;0
45.3907304;33.7;2.81;2.1605616;-0.0126821;8;0
45.5906896;33.65;2.81;2.1580392;-0.0125471;8;0
45.7906488;33.61;2.81;2.1555438;-0.0124122;8;0
45.9906079;33.57;2.81;2.1530753;-0.0122774;8;0
46.1905671;33.54;2.81;2.1506338;-0.012143;8;0
46.3905263;33.49;2.81;2.1482191;-0.0120086;8;0
46.5904854;33.46;2.81;2.1458313;-0.0118744;8;0
46.7904446;33.42;2.81;2.1434703;-0.0117405;8;0
46.9904038;33.37;2.81;2.1411361;-0.0116066;8;0
47.1903629;33.32;2.81;2.1388286;-0.011473;8;0
47.3903221;33.28;2.81;2.1365478;-0.0113395;8;0
47.5902813;33.24;2.81;2.1342937;-0.0112062;8;0
47.7902404;33.22;2.81;2.1320662;-0.0110731;8;0
47.9901996;33.19;2.81;2.1298653;-0.01094;8;0
48.1901588;33.16;2.81;2.1276911;-0.0108073;8;0
48.3901179;33.12;2.81;2.1255433;-0.0106745;8;0
48.5900771;33.05;2.81;2.1234221;-0.010542;8;0
48.7900363;33.02;2.81;2.1213274;-0.0104097;8;0
48.9899954;32.99;2.81;2.1192591;-0.0102774;8;0
49.1899546;32.95;2.8;2.1172172;-0.0101453;8;0
49.3899137;32.88;2.8;2.1152018;-0.0100133;8;0
49.5898729;32.84;2.8;2.1132127;-0.0098816;8;0
49.7898321;32.81;2.8;2.1112499;-0.0097499;8;0
49.9897912;32.8;2.79;2.1093135;-0.0096183;8;0
50.1897504;32.76;2.79;2.1074034;-0.0094869;8;0
50.3897096;32.71;2.79;2.1055195;-0.0093556;8;0
50.5896687;32.6;2.78;2.1036619;-0.0092245;8;0
50.7896279;32.53;2.78;2.1018305;-0.0090935;8;0
50.9895871;32.47;2.77;2.1000253;-0.0089625;8;0
51.1895462;32.43;2.77;2.0982462;-0.0088317;8;0
51.3895054;32.39;2.77;2.0964933;-0.0087009;8;0
51.5894646;32.34;2.77;2.0947665;-0.0085704;8;0
51.7894237;32.29;2.76;2.0930658;-0.0084401;8;0
51.9893829;32.26;2.76;2.0913912;-0.0083097;8;0
52.1893421;32.23;2.76;2.0897426;-0.0081796;8;0
52.3893012;32.18;2.76;2.08812;-0.0080494;8;0
52.5892604;32.13;2.75;2.0865235;-0.0079194;8;0
52.7892196;32.1;2.75;2.0849529;-0.0077894;8;0
52.9891787;32.05;2.75;2.0834083;-0.0076596;8;0
53.1891379;32.01;2.74;2.0818897;-0.0075299;8;0
53.389097;31.97;2.74;2.080397;-0.0074002;8;0
53.5890562;31.94;2.74;2.0789302;-0.0072707;8;0
53.7890154;31.88;2.74;2.0774893;-0.0071412;8;0
53.9889745;31.86;2.74;2.0760743;-0.0070118;8;0
54.1889337;31.83;2.73;2.0746851;-0.0068825;8;0
54.3888929;31.78;2.73;2.0733218;-0.0067533;8;0
54.588852;31.72;2.73;2.0719844;-0.0066242;8;0
54.7888112;31.69;2.72;2.0706727;-0.0064952;8;0
54.9887704;31.66;2.72;2.0693868;-0.0063663;8;0
55.1887295;31.61;2.72;2.0681267;-0.0062374;8;0
55.3886887;31.57;2.72;2.0668923;-0.0061086;8;0
55.5886479;31.53;2.71;2.0656837;-0.0059799;8;0
55.788607;31.51;2.71;2.0645008;-0.0058513;8;0
55.9885662;31.47;2.71;2.0633437;-0.0057228;8;0
56.1885254;31.42;2.71;2.0622122;-0.0055943;8;0
56.3884845;31.39;2.71;2.0611064;-0.0054659;8;0
56.5884437;31.35;2.7;2.0600263;-0.0053376;8;0
56.7884029;31.29;2.7;2.0589718;-0.0052094;8;0
56.988362;31.24;2.7;2.0579429;-0.0050812;8;0
57.1883212;31.21;2.69;2.0569397;-0.0049531;8;0
57.3882803;31.16;2.69;2.0559621;-0.004825;8;0
57.5882395;31.12;2.69;2.0550101;-0.0046971;8;0
57.7881987;31.04;2.68;2.0540837;-0.0045692;8;0
57.9881578;30.99;2.68;2.0531828;-0.0044413;8;0
58.188117;30.94;2.68;2.0523075;-0.0043135;8;0
58.3880762;30.9;2.67;2.0514578;-0.0041858;8;0
58.5880353;30.85;2.67;2.0506335;-0.0040582;8;0
58.7879945;30.81;2.67;2.0498348;-0.0039306;8;0
58.9879537;30.77;2.67;2.0490616;-0.0038031;8;0
59.1879128;30.75;2.66;2.0483139;-0.0036756;8;0
59.387872;30.71;2.66;2.0475916;-0.0035482;8;0
59.5878312;30.67;2.66;2.0468949;-0.0034209;8;0
59.7877903;30.63;2.66;2.0462236;-0.0032937;8;0
59.9877495;30.6;2.66;2.0455777;-0.0031664;8;0
60.1877087;30.57;2.65;2.0449572;-0.0030393;8;0
