,vehicleid,recievetime
64071,ES03,1709195388.181636
64072,EW1,1709195388.189158
64073,ES01,1709195388.2008846
64074,EW1,1709195388.2085557
64075,EW13,1709195388.2167685
64076,EW12,1709195388.2239404
64077,EW1,1709195388.232484
64078,EN13,1709195388.2407987
64079,EN12,1709195388.248214
64080,EN11,1709195388.2572725
64081,SW02,1709195388.2684057
64082,EW1,1709195388.2758539
64083,SN1,1709195388.285301
64084,SN1,1709195388.292601
64085,EW1,1709195388.3041022
64086,SN1,1709195388.314947
64087,SE12,1709195388.324705
64088,SE11,1709195388.3339493
64089,SN1,1709195388.3413465
64090,SN1,1709195388.3497734
64091,SN1,1709195388.3584027
64092,ES01,1709195388.3697538
64093,ES00,1709195388.3779666
64094,SN1,1709195388.3851805
64095,SN1,1709195388.3947928
64096,EW11,1709195388.4062881
64097,SN1,1709195388.413995
64098,EN12,1709195388.424967
64099,EN11,1709195388.4332323
64100,EW1,1709195388.4405332
64101,EN10,1709195388.4470599
64102,EW1,1709195388.4543412
64103,EW1,1709195388.4665422
64104,SW00,1709195388.47359
64105,EW1,1709195388.4832594
64106,SN10,1709195388.491194
64107,EW1,1709195388.5001326
64108,EW1,1709195388.507604
64109,SN1,1709195388.5154507
64110,SN1,1709195388.5230556
64111,ES03,1709195388.5317965
64112,SN1,1709195388.5387788
64113,ES00,1709195388.5465882
64114,EW1,1709195388.554919
64115,EW13,1709195388.5630047
64116,EW1,1709195388.5722136
64117,SN1,1709195388.5796144
64118,SN1,1709195388.5888221
64119,SN1,1709195388.596947
64120,SW03,1709195388.606101
64121,SN1,1709195388.61459
64122,SW00,1709195388.6229467
64123,SN12,1709195388.6299267
64124,SE13,1709195388.6435714
64125,SN1,1709195388.651915
64126,SE10,1709195388.6591346
64127,ES03,1709195388.66752
64128,SN1,1709195388.674526
64129,ES01,1709195388.682994
64130,ES00,1709195388.6903994
64131,SN1,1709195388.7027636
64132,SN1,1709195388.7107844
64133,SN1,1709195388.7176406
64134,EW1,1709195388.7258663
64135,SN1,1709195388.7352533
64136,SN1,1709195388.7423038
64137,EW1,1709195388.7503216
64138,EW1,1709195388.7581403
64139,EW1,1709195388.766068
64140,SN1,1709195388.776454
64141,SN10,1709195388.784574
64142,SE13,1709195388.7978783
64143,EW1,1709195388.8085344
64144,EW1,1709195388.8176115
64145,ES03,1709195388.82733
64146,EW1,1709195388.837978
64147,EW1,1709195388.8450253
64148,SN1,1709195388.8601403
64149,SN1,1709195388.8690643
64150,SN1,1709195388.8772495
64151,EN12,1709195388.8843634
64152,SN1,1709195388.8967633
64153,EW1,1709195388.9041715
64154,SW01,1709195388.9131527
64155,SN13,1709195388.9202168
64156,EW1,1709195388.9305882
64157,SN11,1709195388.9390488
64158,EW1,1709195388.9473426
64159,SE12,1709195388.9574244
64160,SE10,1709195388.9647503
64161,ES02,1709195388.974008
64162,EW1,1709195388.9824233
64163,ES00,1709195388.992173
64164,SN1,1709195389.000945
64165,EW1,1709195389.0088246
64166,SN1,1709195389.016607
64167,SN1,1709195389.0240538
64168,SN1,1709195389.0332267
64169,EW1,1709195389.0460508
64170,SN1,1709195389.0535767
64171,SN1,1709195389.0628717
64172,EW1,1709195389.0696404
64173,EW1,1709195389.0779476
64174,SN11,1709195389.0847478
64175,SE13,1709195389.0942516
64176,SE11,1709195389.103724
64177,ES03,1709195389.1127517
64178,ES02,1709195389.1197765
64179,EW1,1709195389.1313415
64180,SN1,1709195389.13918
64181,EW1,1709195389.147176
64182,EW11,1709195389.1545103
64183,EW1,1709195389.1620104
64184,EW1,1709195389.169997
64185,EN10,1709195389.179442
64186,SW02,1709195389.188077
64187,SW01,1709195389.200262
64188,SN1,1709195389.2074218
64189,SN11,1709195389.2190714
64190,SN1,1709195389.227535
64191,SE12,1709195389.2380679
64192,SN1,1709195389.2465565
64193,SE10,1709195389.254004
64194,SN1,1709195389.2615943
64195,ES02,1709195389.2688282
64196,EW1,1709195389.2765322
64197,SN1,1709195389.2873719
64198,EW1,1709195389.295361
64199,EW11,1709195389.30338
64200,EW10,1709195389.3130317
64201,EW1,1709195389.322206
64202,EW1,1709195389.329375
64203,SW03,1709195389.3451698
64204,SW01,1709195389.3547266
64205,SW00,1709195389.3624158
64206,SN12,1709195389.370659
64207,SN11,1709195389.3778338
64208,SN10,1709195389.3859615
64209,SE12,1709195389.3935595
64210,SE11,1709195389.4030495
64211,EW1,1709195389.4121687
64212,ES01,1709195389.4195004
64213,ES00,1709195389.427636
64214,EW13,1709195389.4353008
64215,SN1,1709195389.4447253
64216,SN1,1709195389.4519641
64217,EN11,1709195389.4609401
64218,EW1,1709195389.4686866
64219,SW02,1709195389.477528
64220,SW01,1709195389.4855094
64221,SN1,1709195389.4937918
64222,SN1,1709195389.501886
64223,SN11,1709195389.5110624
64224,SE13,1709195389.5217586
64225,SN1,1709195389.5289762
64226,SE10,1709195389.5403464
64227,EW1,1709195389.5478022
64228,ES02,1709195389.5558326
64229,ES00,1709195389.572728
64230,SN1,1709195389.581302
64231,EW1,1709195389.5918295
64232,EW10,1709195389.5999887
64233,EW1,1709195389.608663
64234,EN11,1709195389.6225889
64235,EN10,1709195389.6300728
64236,SN1,1709195389.6385124
64237,EW1,1709195389.649041
64238,EW1,1709195389.6586032
64239,SN12,1709195389.6661537
64240,EW1,1709195389.6769683
64241,SN1,1709195389.6852791
64242,SE13,1709195389.6945078
64243,SN1,1709195389.705667
64244,SN1,1709195389.7131906
64245,SN1,1709195389.7232187
64246,ES00,1709195389.731623
64247,EW12,1709195389.7425313
64248,SN1,1709195389.7521472
64249,SN1,1709195389.7594547
64250,EN10,1709195389.770626
64251,EW1,1709195389.7787044
64252,SN1,1709195389.7881129
64253,SN11,1709195389.7988174
64254,SN10,1709195389.8071582
64255,EW1,1709195389.8145306
64256,SE11,1709195389.8234677
64257,SN1,1709195389.8305492
64258,ES03,1709195389.8419101
64259,ES01,1709195389.8494954
64260,SN1,1709195389.858619
64261,EW1,1709195389.8658748
64262,EW10,1709195389.8764884
64263,EN13,1709195389.884392
64264,EN12,1709195389.8957646
64265,SN1,1709195389.9032445
64266,EW1,1709195389.9115155
64267,SN1,1709195389.9196157
64268,SW00,1709195389.9291337
64269,SN13,1709195389.936368
64270,SN1,1709195389.9459262
64271,SN10,1709195389.9545863
64272,SE12,1709195389.9659753
64273,SN1,1709195389.9743507
64274,ES03,1709195389.9819775
64275,ES02,1709195389.9935627
64276,EW1,1709195390.001787
64277,EW11,1709195390.0112789
64278,EN13,1709195390.0185547
64279,EN12,1709195390.027342
64280,EW1,1709195390.0381236
64281,EW1,1709195390.048134
64282,SN1,1709195390.0579262
64283,EW1,1709195390.0647104
64284,SN1,1709195390.0721245
64285,EW1,1709195390.079928
64286,SE13,1709195390.0876875
64287,SE12,1709195390.0993965
64288,SE10,1709195390.1068616
64289,ES02,1709195390.1153095
64290,ES00,1709195390.12277
64291,EW12,1709195390.1344597
64292,EW1,1709195390.1438615
64293,EN12,1709195390.1519763
64294,EN11,1709195390.1595085
64295,SN1,1709195390.1673582
64296,SN1,1709195390.1753871
64297,SN1,1709195390.182283
64298,SN1,1709195390.1921968
64299,SN12,1709195390.200825
64300,SN10,1709195390.2109618
64301,SE13,1709195390.2181416
64302,EW1,1709195390.2301054
64303,SN1,1709195390.237609
64304,SN1,1709195390.2443914
64305,EW1,1709195390.2519813
64306,EW1,1709195390.2591012
64307,EW11,1709195390.2673256
64308,EN13,1709195390.2741504
64309,SN1,1709195390.2832892
64310,EN11,1709195390.290458
64311,SW03,1709195390.2982347
64312,SN1,1709195390.306113
64313,EW1,1709195390.316892
64314,EW1,1709195390.3234508
64315,SN12,1709195390.333484
64316,SN1,1709195390.3439152
64317,SN10,1709195390.3516433
