,vehicleid,recievetime,,,
4380,ES02,1709221317,,,
4381,ES00,1709221317,,,
4382,EW12,1709221317,,,
4383,EW11,1709221317,,,
4384,EN13,1709221317,,,
4385,EN10,1709221317,,,
4386,EW1,1709221317,,,
4387,EW1,1709221317,,,
4388,SN13,1709221317,,,
4389,SN12,1709221317,,,
4390,SN10,1709221318,,,
4391,SE12,1709221318,,,
4392,SE11,1709221318,,,
4393,ES03,1709221318,,,
4394,ES02,1709221318,,,
4395,ES00,1709221318,,,
4396,EW13,1709221318,,,
4397,EW1,1709221318,,,
4398,EW1,1709221318,,,
4399,EN10,1709221318,,,
4400,SW03,1709221318,,,
4401,EW1,1709221318,,,
4402,SW00,1709221318,,,
4403,EW1,1709221318,,,
4404,EW1,1709221318,,,
4405,SN12,1709221318,,,
4406,SN11,1709221318,,,
4407,SN10,1709221318,,,
4408,SE13,1709221318,,,
4409,SE12,1709221318,,,
4410,EW1,1709221318,,,
4411,ES02,1709221318,,,
4412,ES01,1709221318,,,
4413,EW13,1709221318,,,
4414,EW11,1709221318,,,
4415,EW10,1709221318,,,
4416,EN12,1709221318,,,
4417,EN10,1709221318,,,
4418,SW02,1709221318,,,
4419,EW1,1709221318,,,
4420,SW00,1709221318,,,
4421,SN12,1709221318,,,
4422,SN10,1709221318,,,
4423,SE13,1709221318,,,
4424,SE11,1709221318,,,
4425,SE10,1709221318,,,
4426,EW1,1709221318,,,
4427,ES01,1709221318,,,
4428,EW1,1709221318,,,
4429,EW11,1709221318,,,
4430,EW1,1709221318,,,
4431,EN12,1709221318,,,
4432,EN10,1709221318,,,
4433,SW02,1709221318,,,
4434,SW00,1709221318,,,
4435,SN13,1709221318,,,
4436,SN10,1709221318,,,
4437,SE13,1709221318,,,
4438,EW1,1709221318,,,
4439,ES03,1709221318,,,
4440,EW1,1709221318,,,
4441,ES01,1709221318,,,
4442,EW13,1709221318,,,
4443,EW1,1709221318,,,
4444,EW11,1709221318,,,
4445,EN13,1709221318,,,
4446,EN11,1709221318,,,
4447,EW1,1709221318,,,
4448,SW02,1709221318,,,
4449,SW01,1709221318,,,
4450,SN13,1709221318,,,
4451,SN11,1709221318,,,
4452,SN10,1709221318,,,
4453,SE12,1709221318,,,
4454,SE11,1709221318,,,
4455,EW1,1709221318,,,
4456,ES02,1709221318,,,
4457,ES00,1709221318,,,
4458,EW12,1709221318,,,
4459,EW1,1709221318,,,
4460,EW10,1709221318,,,
4461,EN12,1709221318,,,
4462,EN10,1709221318,,,
4463,SW03,1709221318,,,
4464,SW01,1709221318,,,
4465,SN12,1709221318,,,
4466,SN10,1709221318,,,
4467,SE12,1709221318,,,
4468,ES03,1709221318,,,
4469,EW1,1709221318,,,
4470,ES01,1709221318,,,
4471,EW13,1709221318,,,
4472,EW1,1709221318,,,
4473,EW12,1709221318,,,
4474,EW10,1709221318,,,
4475,EN11,1709221318,,,
4476,SW03,1709221318,,,
4477,EW1,1709221318,,,
4478,SN13,1709221318,,,
4479,EW1,1709221318,,,
4480,SN10,1709221318,,,
4481,EW1,1709221318,,,
4482,SE12,1709221318,,,
4483,SE10,1709221318,,,
4484,ES02,1709221318,,,
4485,ES00,1709221318,,,
4486,EW12,1709221318,,,
4487,EW11,1709221318,,,
4488,EW10,1709221318,,,
4489,EN13,1709221318,,,
4490,EN11,1709221318,,,
4491,EW1,1709221318,,,
4492,SW02,1709221318,,,
4493,SW01,1709221318,,,
4494,SN13,1709221318,,,
4495,SN11,1709221318,,,
4496,SE11,1709221318,,,
4497,SE10,1709221318,,,
4498,ES02,1709221318,,,
4499,ES00,1709221318,,,
4500,EW1,1709221318,,,
4501,EW12,1709221318,,,
4502,EN13,1709221318,,,
4503,EN12,1709221318,,,
4504,EN10,1709221318,,,
4505,SW02,1709221318,,,
4506,EW1,1709221318,,,
4507,EW1,1709221318,,,
4508,SN12,1709221318,,,
4509,EW1,1709221318,,,
4510,SE13,1709221318,,,
4511,SE10,1709221318,,,
4512,ES03,1709221318,,,
4513,ES01,1709221318,,,
4514,EW13,1709221318,,,
4515,EW12,1709221318,,,
4516,EW10,1709221318,,,
4517,EW1,1709221318,,,
4518,EN10,1709221318,,,
4519,SW03,1709221318,,,
4520,SW01,1709221318,,,
4521,SN13,1709221318,,,
4522,SN12,1709221318,,,
4523,SN10,1709221318,,,
4524,SE12,1709221318,,,
4525,SE11,1709221318,,,
4526,ES02,1709221318,,,
4527,ES00,1709221318,,,
4528,EW13,1709221318,,,
4529,EW11,1709221318,,,
4530,EW10,1709221318,,,
4531,EN12,1709221318,,,
4532,EN10,1709221318,,,
4533,SW02,1709221318,,,
4534,SW00,1709221318,,,
4535,SN13,1709221318,,,
4536,SN10,1709221318,,,
4537,SE13,1709221318,,,
4538,SE12,1709221318,,,
4539,ES03,1709221318,,,
4540,ES02,1709221318,,,
4541,EW13,1709221318,,,
4542,EW12,1709221318,,,
4543,EW1,1709221318,,,
4544,EN13,1709221318,,,
4545,EW1,1709221318,,,
4546,SW03,1709221318,,,
4547,SW02,1709221318,,,
4548,SW01,1709221318,,,
4549,SN13,1709221318,,,
4550,SN12,1709221318,,,
4551,SE12,1709221318,,,
4552,SE11,1709221318,,,
4553,EW1,1709221318,,,
4554,ES02,1709221318,,,
4555,ES00,1709221318,,,
4556,EW12,1709221318,,,
4557,EN13,1709221318,,,
4558,EN10,1709221318,,,
4559,SW03,1709221318,,,
4560,SW02,1709221318,,,
4561,SN13,1709221318,,,
4562,EW1,1709221318,,,
4563,SN10,1709221318,,,
4564,SE12,1709221318,,,
4565,SE10,1709221318,,,
4566,ES03,1709221318,,,
4567,ES01,1709221318,,,
4568,ES00,1709221318,,,
4569,EW11,1709221318,,,
4570,EW10,1709221318,,,
4571,EN12,1709221318,,,
4572,EN10,1709221318,,,
4573,EW1,1709221318,,,
4574,SW00,1709221318,,,
4575,SN12,1709221318,,,
4576,EW1,1709221318,,,
4577,EW1,1709221318,,,
4578,SE11,1709221318,,,
4579,SE10,1709221318,,,
4580,ES02,1709221318,,,
4581,EW1,1709221318,,,
4582,ES00,1709221318,,,
4583,EW1,1709221318,,,
4584,EW10,1709221318,,,
4585,EN12,1709221318,,,
4586,EN10,1709221318,,,
4587,SW03,1709221318,,,
4588,EW1,1709221318,,,
4589,SW00,1709221318,,,
4590,SN13,1709221318,,,
4591,SN11,1709221318,,,
4592,EW1,1709221318,,,
4593,SE13,1709221318,,,
4594,SE11,1709221318,,,
4595,SE10,1709221318,,,
4596,ES02,1709221319,,,
4597,ES00,1709221319,,,
4598,EW12,1709221319,,,
4599,EW10,1709221319,,,
4600,EN13,1709221319,,,
4601,EN11,1709221319,,,
4602,EW1,1709221319,,,
4603,SW01,1709221319,,,
4604,SN13,1709221319,,,
4605,SN10,1709221319,,,
4606,SE13,1709221319,,,
4607,EW1,1709221319,,,
4608,ES03,1709221319,,,
4609,ES01,1709221319,,,
4610,EW1,1709221319,,,
4611,EW12,1709221319,,,
4612,EW1,1709221319,,,
4613,EN13,1709221319,,,
4614,EN11,1709221319,,,
4615,EN10,1709221319,,,
4616,EW1,1709221319,,,
4617,SW00,1709221319,,,
4618,SN12,1709221319,,,
4619,EW1,1709221319,,,
4620,SE11,1709221319,,,
4621,EW1,1709221319,,,
4622,ES03,1709221319,,,
4623,ES01,1709221319,,,
4624,ES00,1709221319,,,
4625,EW1,1709221319,,,
4626,EW12,1709221319,,,
4627,EN13,1709221319,,,
4628,EW1,1709221319,,,
4629,EN11,1709221319,,,
4630,EW1,1709221319,,,
4631,EW1,1709221319,,,
4632,SN13,1709221319,,,
4633,EW1,1709221319,,,
4634,SN10,1709221319,,,
4635,SE12,1709221319,,,
4636,SE11,1709221319,,,
4637,ES03,1709221319,,,
4638,ES01,1709221319,,,
4639,EW13,1709221319,,,
4640,EW11,1709221319,,,
4641,EW10,1709221319,,,
4642,EN13,1709221319,,,
4643,EW1,1709221319,,,
4644,EW1,1709221319,,,
4645,SW02,1709221319,,,
4646,EW1,1709221319,,,
4647,SN12,1709221319,,,
4648,EW1,1709221319,,,
4649,EW1,1709221319,,,
4650,EW1,1709221319,,,
4651,SE10,1709221319,,,
4652,ES02,1709221319,,,
4653,EW1,1709221319,,,
4654,EW13,1709221319,,,
4655,EW1,1709221319,,,
4656,EW10,1709221319,,,
4657,EN12,1709221319,,,
4658,EW1,1709221319,,,
4659,SW02,1709221319,,,
4660,SW01,1709221319,,,
4661,SN13,1709221319,,,
4662,SN11,1709221319,,,
4663,SE12,1709221319,,,
4664,ES03,1709221319,,,
4665,ES02,1709221319,,,
4666,EW13,1709221319,,,
4667,EW12,1709221319,,,
4668,EN13,1709221319,,,
4669,EN12,1709221319,,,
4670,EN11,1709221319,,,
4671,SW03,1709221319,,,
4672,SW01,1709221319,,,
4673,SW00,1709221319,,,
4674,SN12,1709221319,,,
4675,SN11,1709221319,,,
4676,SN10,1709221319,,,
4677,SE12,1709221319,,,
4678,SE10,1709221319,,,
4679,ES02,1709221319,,,
4680,ES00,1709221319,,,
4681,EW13,1709221319,,,
4682,EW12,1709221319,,,
4683,EW11,1709221319,,,
4684,EN13,1709221319,,,
4685,EW1,1709221319,,,
4686,EN11,1709221319,,,
4687,EN10,1709221319,,,
4688,SW03,1709221319,,,
4689,SN13,1709221319,,,
4690,SN11,1709221319,,,
4691,SE13,1709221319,,,
4692,SE12,1709221319,,,
4693,SE10,1709221319,,,
4694,EW1,1709221319,,,
4695,EW1,1709221319,,,
4696,ES00,1709221319,,,
4697,EW13,1709221319,,,
4698,EW10,1709221319,,,
4699,EN13,1709221319,,,
4700,EN11,1709221319,,,
4701,SW03,1709221319,,,
4702,EW1,1709221319,,,
4703,SW01,1709221319,,,
4704,EW1,1709221319,,,
4705,SN11,1709221319,,,
4706,SE13,1709221319,,,
4707,SE12,1709221319,,,
4708,ES03,1709221319,,,
4709,EW1,1709221319,,,
4710,EW13,1709221319,,,
4711,EW12,1709221319,,,
4712,EW11,1709221319,,,
4713,EW1,1709221319,,,
4714,EN12,1709221319,,,
4715,EN11,1709221319,,,
4716,EN10,1709221319,,,
4717,SW01,1709221319,,,
4718,SW00,1709221319,,,
4719,SN13,1709221319,,,
4720,SN11,1709221319,,,
4721,SE13,1709221319,,,
4722,EW1,1709221319,,,
4723,SE12,1709221319,,,
4724,SE10,1709221319,,,
4725,ES01,1709221319,,,
4726,ES00,1709221319,,,
4727,EW13,1709221319,,,
4728,EW10,1709221319,,,
4729,EW1,1709221319,,,
4730,EN12,1709221319,,,
4731,SW03,1709221319,,,
4732,SW02,1709221319,,,
4733,SN13,1709221319,,,
4734,EW1,1709221319,,,
4735,SN10,1709221319,,,
4736,SE13,1709221319,,,
4737,SE10,1709221319,,,
4738,EW1,1709221319,,,
4739,ES03,1709221319,,,
4740,ES01,1709221319,,,
4741,EW13,1709221319,,,
4742,EW12,1709221319,,,
4743,EW1,1709221319,,,
4744,EN13,1709221319,,,
4745,EN12,1709221319,,,
4746,EW1,1709221319,,,
4747,SW02,1709221319,,,
4748,SW01,1709221319,,,
4749,EW1,1709221319,,,
4750,SN12,1709221319,,,
4751,SN10,1709221319,,,
4752,SE13,1709221319,,,
4753,SE11,1709221319,,,
4754,ES03,1709221319,,,
4755,ES02,1709221319,,,
4756,EW13,1709221319,,,
4757,EW12,1709221319,,,
4758,EW10,1709221319,,,
4759,EN12,1709221319,,,
4760,EN11,1709221319,,,
4761,EN10,1709221319,,,
4762,SW02,1709221319,,,
4763,SW00,1709221319,,,
4764,SN12,1709221319,,,
4765,SN10,1709221319,,,
4766,SE12,1709221319,,,
4767,SE11,1709221319,,,
4768,ES03,1709221319,,,
4769,ES01,1709221319,,,
4770,EW13,1709221319,,,
4771,EW11,1709221319,,,
4772,EN13,1709221319,,,
4773,EW1,1709221319,,,
4774,EN10,1709221319,,,
4775,SW01,1709221319,,,
4776,SN13,1709221319,,,
4777,SN12,1709221319,,,
4778,SN10,1709221319,,,
4779,EW1,1709221319,,,
4780,SE10,1709221319,,,
4781,ES03,1709221319,,,
4782,ES00,1709221319,,,
4783,EW13,1709221319,,,
4784,EW1,1709221319,,,
4785,EW10,1709221319,,,
4786,EN12,1709221319,,,
4787,EW1,1709221319,,,
4788,SW03,1709221319,,,
4789,SW02,1709221319,,,
4790,SN13,1709221319,,,
4791,EW1,1709221319,,,
4792,SN10,1709221319,,,
4793,SE11,1709221319,,,
4794,SE10,1709221319,,,
4795,ES02,1709221319,,,
4796,ES01,1709221319,,,
4797,EW13,1709221319,,,
4798,EW12,1709221319,,,
4799,EW10,1709221319,,,
4800,EN12,1709221319,,,
4801,EN10,1709221319,,,
4802,SW02,1709221319,,,
4803,SW00,1709221319,,,
4804,SN12,1709221320,,,
4805,SE13,1709221320,,,
4806,SE12,1709221320,,,
4807,SE10,1709221320,,,
4808,ES02,1709221320,,,
4809,ES01,1709221320,,,
4810,ES00,1709221320,,,
4811,EW13,1709221320,,,
4812,EW1,1709221320,,,
4813,EW11,1709221320,,,
4814,EN13,1709221320,,,
4815,EN10,1709221320,,,
4816,SW03,1709221320,,,
4817,SW02,1709221320,,,
4818,SW01,1709221320,,,
4819,EW1,1709221320,,,
4820,SN10,1709221320,,,
4821,SE12,1709221320,,,
4822,SE10,1709221320,,,
4823,ES03,1709221320,,,
4824,ES01,1709221320,,,
4825,ES00,1709221320,,,
4826,EW13,1709221320,,,
4827,EW12,1709221320,,,
4828,EW1,1709221320,,,
4829,EN12,1709221320,,,
4830,EN11,1709221320,,,
4831,SW02,1709221320,,,
4832,SW01,1709221320,,,
4833,SN13,1709221320,,,
4834,EW1,1709221320,,,
4835,SE13,1709221320,,,
4836,SE11,1709221320,,,
4837,SE10,1709221320,,,
4838,ES02,1709221320,,,
4839,ES00,1709221320,,,
4840,EW13,1709221320,,,
4841,EW10,1709221320,,,
4842,EW1,1709221320,,,
4843,EN10,1709221320,,,
4844,EW1,1709221320,,,
4845,SW00,1709221320,,,
4846,SN13,1709221320,,,
4847,SN11,1709221320,,,
4848,SE13,1709221320,,,
4849,SE12,1709221320,,,
4850,EW1,1709221320,,,
4851,ES03,1709221320,,,
4852,ES02,1709221320,,,
4853,EW1,1709221320,,,
4854,EW13,1709221320,,,
4855,EW11,1709221320,,,
4856,EN13,1709221320,,,
4857,EN12,1709221320,,,
4858,EN10,1709221320,,,
4859,SW03,1709221320,,,
4860,EW1,1709221320,,,
4861,SW00,1709221320,,,
4862,EW1,1709221320,,,
4863,SN11,1709221320,,,
4864,SN10,1709221320,,,
4865,SE12,1709221320,,,
4866,ES03,1709221320,,,
4867,ES02,1709221320,,,
4868,ES01,1709221320,,,
4869,EW1,1709221320,,,
4870,EW12,1709221320,,,
4871,EW1,1709221320,,,
4872,EN13,1709221320,,,
4873,EN11,1709221320,,,
4874,EW1,1709221320,,,
4875,EW1,1709221320,,,
4876,SW01,1709221320,,,
4877,SN13,1709221320,,,
4878,SN12,1709221320,,,
4879,EW1,1709221320,,,
4880,SE12,1709221320,,,
4881,SE11,1709221320,,,
4882,ES03,1709221320,,,
4883,ES01,1709221320,,,
4884,EW13,1709221320,,,
4885,EW1,1709221320,,,
4886,EW1,1709221320,,,
4887,EN12,1709221320,,,
4888,EN10,1709221320,,,
4889,SW03,1709221320,,,
4890,EW1,1709221320,,,
4891,SN12,1709221320,,,
4892,SN10,1709221320,,,
4893,EW1,1709221320,,,
4894,SE10,1709221320,,,
4895,ES03,1709221320,,,
4896,ES01,1709221320,,,
4897,ES00,1709221320,,,
4898,EW13,1709221320,,,
4899,EW10,1709221320,,,
4900,EN12,1709221320,,,
4901,EN11,1709221320,,,
4902,EW1,1709221320,,,
4903,SW02,1709221320,,,
4904,SW00,1709221320,,,
4905,SN13,1709221320,,,
4906,SN11,1709221320,,,
4907,EW1,1709221320,,,
4908,SE12,1709221320,,,
4909,EW1,1709221320,,,
4910,SE10,1709221320,,,
4911,ES02,1709221320,,,
4912,EW1,1709221320,,,
4913,ES00,1709221320,,,
4914,EW12,1709221320,,,
4915,EW11,1709221320,,,
4916,EW10,1709221320,,,
4917,EN11,1709221320,,,
4918,SW02,1709221320,,,
4919,SW01,1709221320,,,
4920,SW00,1709221320,,,
4921,EW1,1709221320,,,
4922,SN11,1709221320,,,
4923,EW1,1709221320,,,
4924,SE11,1709221320,,,
4925,ES03,1709221320,,,
4926,ES01,1709221320,,,
4927,ES00,1709221320,,,
4928,EW12,1709221320,,,
4929,EW1,1709221320,,,
4930,EW10,1709221320,,,
4931,EN12,1709221320,,,
4932,SW03,1709221320,,,
4933,SW02,1709221320,,,
4934,SW01,1709221320,,,
4935,SN13,1709221320,,,
4936,EW1,1709221320,,,
4937,SN11,1709221320,,,
4938,SN10,1709221320,,,
4939,SE13,1709221320,,,
4940,SE11,1709221320,,,
4941,ES03,1709221320,,,
4942,ES01,1709221320,,,
4943,EW13,1709221320,,,
4944,EW12,1709221320,,,
4945,EW11,1709221320,,,
4946,EN13,1709221320,,,
4947,EN11,1709221320,,,
4948,EW1,1709221320,,,
4949,SW02,1709221320,,,
4950,EW1,1709221320,,,
4951,SN13,1709221320,,,
4952,SN11,1709221320,,,
4953,EW1,1709221320,,,
4954,SE12,1709221320,,,
4955,ES03,1709221320,,,
4956,ES01,1709221320,,,
4957,ES00,1709221320,,,
4958,EW12,1709221320,,,
4959,EW11,1709221320,,,
4960,EW1,1709221320,,,
4961,EN13,1709221320,,,
4962,EN11,1709221320,,,
4963,SW03,1709221320,,,
4964,SW01,1709221320,,,
4965,EW1,1709221320,,,
4966,SN13,1709221320,,,
4967,SN10,1709221320,,,
4968,SE13,1709221320,,,
4969,EW1,1709221320,,,
4970,SE11,1709221320,,,
4971,SE10,1709221320,,,
4972,ES01,1709221320,,,
4973,EW1,1709221320,,,
4974,EW13,1709221320,,,
4975,EW11,1709221320,,,
4976,EN13,1709221320,,,
4977,EW1,1709221320,,,
4978,EN10,1709221320,,,
4979,SW03,1709221320,,,
4980,SW02,1709221320,,,
4981,SN13,1709221320,,,
4982,SN12,1709221320,,,
4983,SN11,1709221320,,,
4984,SE12,1709221320,,,
4985,SE11,1709221320,,,
4986,ES02,1709221320,,,
4987,ES00,1709221320,,,
4988,EW1,1709221320,,,
4989,EW11,1709221320,,,
4990,EW10,1709221320,,,
4991,EN13,1709221320,,,
4992,EN10,1709221320,,,
4993,EW1,1709221320,,,
4994,SW00,1709221320,,,
4995,SN12,1709221320,,,
4996,EW1,1709221320,,,
4997,SE12,1709221320,,,
4998,SE11,1709221320,,,
4999,ES03,1709221320,,,
5000,ES01,1709221320,,,
5001,EW13,1709221320,,,
5002,EW12,1709221320,,,
5003,EW11,1709221320,,,
5004,EN13,1709221320,,,
5005,EN11,1709221320,,,
5006,EN10,1709221320,,,
5007,SW02,1709221320,,,
5008,SN13,1709221320,,,
5009,EW1,1709221320,,,
5010,SN10,1709221320,,,
5011,SE11,1709221320,,,
5012,ES02,1709221320,,,
5013,ES01,1709221320,,,
5014,ES00,1709221320,,,
5015,EW1,1709221320,,,
5016,EW11,1709221320,,,
5017,EN13,1709221321,,,
5018,EN11,1709221321,,,
5019,EW1,1709221321,,,
5020,SW02,1709221321,,,
5021,SW00,1709221321,,,
5022,SN13,1709221321,,,
5023,EW1,1709221321,,,
5024,SE13,1709221321,,,
5025,SE12,1709221321,,,
5026,SE11,1709221321,,,
5027,SE10,1709221321,,,
5028,ES02,1709221321,,,
5029,ES00,1709221321,,,
5030,EW12,1709221321,,,
5031,EW10,1709221321,,,
5032,EN11,1709221321,,,
5033,SW03,1709221321,,,
5034,SW01,1709221321,,,
5035,SW00,1709221321,,,
5036,SN12,1709221321,,,
5037,SN11,1709221321,,,
5038,SE13,1709221321,,,
5039,SE12,1709221321,,,
5040,SE11,1709221321,,,
5041,SE10,1709221321,,,
5042,EW1,1709221321,,,
5043,ES02,1709221321,,,
5044,ES01,1709221321,,,
5045,ES00,1709221321,,,
5046,EW12,1709221321,,,
5047,EW11,1709221321,,,
5048,EW10,1709221321,,,
5049,EN12,1709221321,,,
5050,EW1,1709221321,,,
5051,SW01,1709221321,,,
5052,SW00,1709221321,,,
5053,SN12,1709221321,,,
5054,SE13,1709221321,,,
5055,EW1,1709221321,,,
5056,SE11,1709221321,,,
5057,ES03,1709221321,,,
5058,ES01,1709221321,,,
5059,EW13,1709221321,,,
5060,EW12,1709221321,,,
5061,EW11,1709221321,,,
5062,EN13,1709221321,,,
5063,EN12,1709221321,,,
5064,SW03,1709221321,,,
5065,SW01,1709221321,,,
5066,SN13,1709221321,,,
5067,SN12,1709221321,,,
5068,EW1,1709221321,,,
5069,SE13,1709221321,,,
5070,EW1,1709221321,,,
5071,ES03,1709221321,,,
5072,ES00,1709221321,,,
5073,EW12,1709221321,,,
5074,EW10,1709221321,,,
5075,EN12,1709221321,,,
5076,EN10,1709221321,,,
5077,EW1,1709221321,,,
5078,SW02,1709221321,,,
5079,SW00,1709221321,,,
5080,SN12,1709221321,,,
5081,EW1,1709221321,,,
5082,SN10,1709221321,,,
5083,EW1,1709221321,,,
5084,SE12,1709221321,,,
5085,ES02,1709221321,,,
5086,ES01,1709221321,,,
5087,EW13,1709221321,,,
5088,EW11,1709221321,,,
5089,EW1,1709221321,,,
5090,EN12,1709221321,,,
5091,SW03,1709221321,,,
5092,SW02,1709221321,,,
5093,SW00,1709221321,,,
5094,SN11,1709221321,,,
5095,SE13,1709221321,,,
5096,SE11,1709221321,,,
5097,ES03,1709221321,,,
5098,ES02,1709221321,,,
5099,EW1,1709221321,,,
5100,EW1,1709221321,,,
5101,EW12,1709221321,,,
5102,EW10,1709221321,,,
5103,EN12,1709221321,,,
5104,EW1,1709221321,,,
5105,SW03,1709221321,,,
5106,EW1,1709221321,,,
5107,SW00,1709221321,,,
5108,EW1,1709221321,,,
5109,SN11,1709221321,,,
5110,EW1,1709221321,,,
5111,SE11,1709221321,,,
5112,ES03,1709221321,,,
5113,ES02,1709221321,,,
5114,EW1,1709221321,,,
5115,EW13,1709221321,,,
5116,EW11,1709221321,,,
5117,EN13,1709221321,,,
5118,EW1,1709221321,,,
5119,EN10,1709221321,,,
5120,SW03,1709221321,,,
5121,SW02,1709221321,,,
5122,EW1,1709221321,,,
5123,EW1,1709221321,,,
5124,SN11,1709221321,,,
5125,SE12,1709221321,,,
5126,SE11,1709221321,,,
5127,EW1,1709221321,,,
5128,ES01,1709221321,,,
5129,ES00,1709221321,,,
5130,EW12,1709221321,,,
5131,EW1,1709221321,,,
5132,EN12,1709221321,,,
5133,EW1,1709221321,,,
5134,SW02,1709221321,,,
5135,SW00,1709221321,,,
5136,SN11,1709221321,,,
5137,SE13,1709221321,,,
5138,SE10,1709221321,,,
5139,EW1,1709221321,,,
5140,ES01,1709221321,,,
5141,ES00,1709221321,,,
5142,EW1,1709221321,,,
5143,EW10,1709221321,,,
5144,EN11,1709221321,,,
5145,EN10,1709221321,,,
5146,SW02,1709221321,,,
5147,SN13,1709221321,,,
5148,SN12,1709221321,,,
5149,SN10,1709221321,,,
5150,SE11,1709221321,,,
5151,EW1,1709221321,,,
5152,ES01,1709221321,,,
5153,EW13,1709221321,,,
5154,EW1,1709221321,,,
5155,EW11,1709221321,,,
5156,EN13,1709221321,,,
5157,EW1,1709221321,,,
5158,EN11,1709221321,,,
5159,SW02,1709221321,,,
5160,SW00,1709221321,,,
5161,SN13,1709221321,,,
5162,SN12,1709221321,,,
5163,SN10,1709221321,,,
5164,EW1,1709221321,,,
5165,ES03,1709221321,,,
5166,ES02,1709221321,,,
5167,EW13,1709221321,,,
5168,EW12,1709221321,,,
5169,EW10,1709221321,,,
5170,EN13,1709221321,,,
5171,EW1,1709221321,,,
5172,EW1,1709221321,,,
5173,SW02,1709221321,,,
5174,SN13,1709221321,,,
5175,SN10,1709221321,,,
5176,SE13,1709221321,,,
5177,EW1,1709221321,,,
5178,ES03,1709221321,,,
5179,ES01,1709221321,,,
5180,EW13,1709221321,,,
5181,EW1,1709221321,,,
5182,EW12,1709221321,,,
5183,EN13,1709221321,,,
5184,EN12,1709221321,,,
5185,EN10,1709221321,,,
5186,SW01,1709221321,,,
5187,EW1,1709221321,,,
5188,SN11,1709221321,,,
5189,SN10,1709221321,,,
5190,SE12,1709221321,,,
5191,SE10,1709221321,,,
5192,ES03,1709221321,,,
5193,ES01,1709221321,,,
5194,EW13,1709221321,,,
5195,EW11,1709221321,,,
5196,EN13,1709221321,,,
5197,EN10,1709221321,,,
5198,SW03,1709221321,,,
5199,SW01,1709221321,,,
5200,SW00,1709221321,,,
5201,SN12,1709221321,,,
5202,SN10,1709221321,,,
5203,SE12,1709221321,,,
5204,EW1,1709221321,,,
5205,ES02,1709221321,,,
5206,ES00,1709221321,,,
5207,EW12,1709221321,,,
5208,EW10,1709221322,,,
5209,EN12,1709221322,,,
5210,EN11,1709221322,,,
5211,EN10,1709221322,,,
5212,EW1,1709221322,,,
5213,SW02,1709221322,,,
5214,SW00,1709221322,,,
5215,SN13,1709221322,,,
5216,SN11,1709221322,,,
5217,SE12,1709221322,,,
5218,EW1,1709221322,,,
5219,ES03,1709221322,,,
5220,ES01,1709221322,,,
5221,EW1,1709221322,,,
5222,EW13,1709221322,,,
5223,EW11,1709221322,,,
5224,EW10,1709221322,,,
5225,EN12,1709221322,,,
5226,EN10,1709221322,,,
5227,SW01,1709221322,,,
5228,SW00,1709221322,,,
5229,EW1,1709221322,,,
5230,SN12,1709221322,,,
5231,SN10,1709221322,,,
5232,SE13,1709221322,,,
5233,EW1,1709221322,,,
5234,SE12,1709221322,,,
5235,ES03,1709221322,,,
5236,ES02,1709221322,,,
5237,EW13,1709221322,,,
5238,EW12,1709221322,,,
5239,EW11,1709221322,,,
5240,EN12,1709221322,,,
5241,EN10,1709221322,,,
5242,SW03,1709221322,,,
5243,SW02,1709221322,,,
5244,EW1,1709221322,,,
5245,SN13,1709221322,,,
5246,SN12,1709221322,,,
5247,SN10,1709221322,,,
5248,SE11,1709221322,,,
5249,ES03,1709221322,,,
5250,ES01,1709221322,,,
5251,EW13,1709221322,,,
5252,EW1,1709221322,,,
5253,EW11,1709221322,,,
5254,EW10,1709221322,,,
5255,EW1,1709221322,,,
5256,EN11,1709221322,,,
5257,SW02,1709221322,,,
5258,SW00,1709221322,,,
5259,EW1,1709221322,,,
5260,SN11,1709221322,,,
5261,SE13,1709221322,,,
5262,SE12,1709221322,,,
5263,SE10,1709221322,,,
5264,ES01,1709221322,,,
5265,EW1,1709221322,,,
5266,EW12,1709221322,,,
5267,EW10,1709221322,,,
5268,EN13,1709221322,,,
5269,EN12,1709221322,,,
5270,EN10,1709221322,,,
5271,SW03,1709221322,,,
5272,SW00,1709221322,,,
5273,SN13,1709221322,,,
5274,SN10,1709221322,,,
5275,SE12,1709221322,,,
5276,EW1,1709221322,,,
5277,ES02,1709221322,,,
5278,ES00,1709221322,,,
5279,EW13,1709221322,,,
5280,EW1,1709221322,,,
5281,EW11,1709221322,,,
5282,EN12,1709221322,,,
5283,EN11,1709221322,,,
5284,EW1,1709221322,,,
5285,SW02,1709221322,,,
5286,SW00,1709221322,,,
5287,EW1,1709221322,,,
5288,SN11,1709221322,,,
5289,SE13,1709221322,,,
5290,SE10,1709221322,,,
5291,EW1,1709221322,,,
5292,ES02,1709221322,,,
5293,EW1,1709221322,,,
5294,ES00,1709221322,,,
5295,EW1,1709221322,,,
5296,EW11,1709221322,,,
5297,EN12,1709221322,,,
5298,EN11,1709221322,,,
5299,SW03,1709221322,,,
5300,SW02,1709221322,,,
5301,EW1,1709221322,,,
5302,EW1,1709221322,,,
5303,SE11,1709221322,,,
5304,EW1,1709221322,,,
5305,ES01,1709221322,,,
5306,EW13,1709221322,,,
5307,EW12,1709221322,,,
5308,EW11,1709221322,,,
5309,EN13,1709221322,,,
5310,EW1,1709221322,,,
5311,EN10,1709221322,,,
