,vehicleid,transtime
56364,ES03,1709197862.214953
56365,ES02,1709197862.218634
56366,ES01,1709197862.2236347
56367,ES00,1709197862.227602
56368,EW13,1709197862.2314916
56369,EW12,1709197862.2351906
56370,EW11,1709197862.2436461
56371,EW10,1709197862.2469814
56372,EN13,1709197862.2526476
56373,EN12,1709197862.2585404
56374,EN11,1709197862.2623262
56375,EN10,1709197862.266302
56376,SW03,1709197862.2727263
56377,SW02,1709197862.2763696
56378,SW01,1709197862.2800448
56379,SW00,1709197862.2835722
56380,SN13,1709197862.2885697
56381,SN12,1709197862.2921882
56382,SN11,1709197862.295526
56383,SN10,1709197862.2996223
56384,SE13,1709197862.3033571
56385,SE12,1709197862.3087192
56386,SE11,1709197862.3134503
56387,SE10,1709197862.317763
56388,ES03,1709197862.3214054
56389,ES02,1709197862.3249493
56390,ES01,1709197862.3291066
56391,ES00,1709197862.3326218
56392,EW13,1709197862.3405545
56393,EW12,1709197862.3451302
56394,EW11,1709197862.3487117
56395,EW10,1709197862.352662
56396,EN13,1709197862.356852
56397,EN12,1709197862.36245
56398,EN11,1709197862.3659773
56399,EN10,1709197862.369962
56400,SW03,1709197862.3760147
56401,SW02,1709197862.3803256
56402,SW01,1709197862.3840766
56403,SW00,1709197862.3874311
56404,SN13,1709197862.3944438
56405,SN12,1709197862.3983462
56406,SN11,1709197862.4018745
56407,SN10,1709197862.4076495
56408,SE13,1709197862.4114673
56409,SE12,1709197862.4147243
56410,SE11,1709197862.4184155
56411,SE10,1709197862.422067
56412,ES03,1709197862.4255142
56413,ES02,1709197862.4289165
56414,ES01,1709197862.43251
56415,ES00,1709197862.4361997
56416,EW13,1709197862.4444072
56417,EW12,1709197862.448384
56418,EW11,1709197862.4520576
56419,EW10,1709197862.4566946
56420,EN13,1709197862.4611433
56421,EN12,1709197862.4649153
56422,EN11,1709197862.4686275
56423,EN10,1709197862.472635
56424,SW03,1709197862.4776497
56425,SW02,1709197862.4819698
56426,SW01,1709197862.4859436
56427,SW00,1709197862.489498
56428,SN13,1709197862.4928975
56429,SN12,1709197862.4984426
56430,SN11,1709197862.5020056
56431,SN10,1709197862.5057871
56432,SE13,1709197862.5096726
56433,SE12,1709197862.5131357
56434,SE11,1709197862.516719
56435,SE10,1709197862.52054
56436,ES03,1709197862.5238817
56437,ES02,1709197862.5273998
56438,ES01,1709197862.5317192
56439,ES00,1709197862.5354466
56440,EW13,1709197862.5423613
56441,EW12,1709197862.5460262
56442,EW11,1709197862.5498347
56443,EW10,1709197862.5534647
56444,EN13,1709197862.5625136
56445,EN12,1709197862.5666285
56446,EN11,1709197862.5701478
56447,EN10,1709197862.5766752
56448,SW03,1709197862.5820713
56449,SW02,1709197862.585861
56450,SW01,1709197862.5895188
56451,SW00,1709197862.5928993
56452,SN13,1709197862.596367
56453,SN12,1709197862.5999293
56454,SN11,1709197862.6033666
56455,SN10,1709197862.6111846
56456,SE13,1709197862.6145515
56457,SE12,1709197862.6181026
56458,SE11,1709197862.6222112
56459,SE10,1709197862.6262426
56460,ES03,1709197862.6300623
56461,ES02,1709197862.6357813
56462,ES01,1709197862.6416373
56463,ES00,1709197862.6450505
56464,EW13,1709197862.6484196
56465,EW12,1709197862.6540856
56466,EW11,1709197862.658436
56467,EW10,1709197862.6620762
56468,EN13,1709197862.665847
56469,EN12,1709197862.6699255
56470,EN11,1709197862.6740632
56471,EN10,1709197862.6779578
56472,SW03,1709197862.6823847
56473,SW02,1709197862.6861186
56474,SW01,1709197862.690891
56475,SW00,1709197862.694953
56476,SN13,1709197862.6986494
56477,SN12,1709197862.7025456
56478,SN11,1709197862.7061934
56479,SN10,1709197862.7103996
56480,SE13,1709197862.714483
56481,SE12,1709197862.7184222
56482,SE11,1709197862.7221148
56483,SE10,1709197862.7272213
56484,ES03,1709197862.7313192
56485,ES02,1709197862.736981
56486,ES01,1709197862.7425928
56487,ES00,1709197862.7463055
56488,EW13,1709197862.7501457
56489,EW12,1709197862.7539907
56490,EW11,1709197862.7580307
56491,EW10,1709197862.762532
56492,EN13,1709197862.7663534
56493,EN12,1709197862.770528
56494,EN11,1709197862.7743986
56495,EN10,1709197862.7782226
56496,SW03,1709197862.7842035
56497,SW02,1709197862.7903156
56498,SW01,1709197862.794182
56499,SW00,1709197862.7978394
56500,SN13,1709197862.8019645
56501,SN12,1709197862.8064368
56502,SN11,1709197862.8097858
56503,SN10,1709197862.8132496
56504,SE13,1709197862.8205812
56505,SE12,1709197862.8241925
56506,SE11,1709197862.8286183
56507,SE10,1709197862.8329473
56508,ES03,1709197862.836609
56509,ES02,1709197862.8405652
56510,ES01,1709197862.844511
56511,ES00,1709197862.8482904
56512,EW13,1709197862.8527205
56513,EW12,1709197862.8563197
56514,EW11,1709197862.8632622
56515,EW10,1709197862.8693883
56516,EN13,1709197862.8730621
56517,EN12,1709197862.878353
56518,EN11,1709197862.882262
56519,EN10,1709197862.8863254
56520,SW03,1709197862.8911462
56521,SW02,1709197862.895773
56522,SW01,1709197862.899501
56523,SW00,1709197862.903505
56524,SN13,1709197862.9090173
56525,SN12,1709197862.9168901
56526,SN11,1709197862.920099
56527,SN10,1709197862.9235272
56528,SE13,1709197862.9263434
56529,SE12,1709197862.9295921
56530,SE11,1709197862.932477
56531,SE10,1709197862.935866
56532,ES03,1709197862.9394264
56533,ES02,1709197862.9453866
56534,ES01,1709197862.9486818
56535,ES00,1709197862.951971
56536,EW13,1709197862.958034
56537,EW12,1709197862.9614773
56538,EW11,1709197862.9650402
56539,EW10,1709197862.9685404
56540,EN13,1709197862.9720793
56541,EN12,1709197862.97534
56542,EN11,1709197862.9786804
56543,EN10,1709197862.9821656
56544,SW03,1709197862.9868658
56545,SW02,1709197862.9901931
56546,SW01,1709197862.9935715
56547,SW00,1709197862.997071
56548,SN13,1709197863.002174
56549,SN12,1709197863.0058932
56550,SN11,1709197863.0093274
56551,SN10,1709197863.0121632
56552,SE13,1709197863.0164003
56553,SE12,1709197863.0196471
56554,SE11,1709197863.0230238
56555,SE10,1709197863.0281622
56556,ES03,1709197863.0323286
56557,ES02,1709197863.0357146
56558,ES01,1709197863.0393534
56559,ES00,1709197863.0433822
56560,EW13,1709197863.048493
56561,EW12,1709197863.05252
56562,EW11,1709197863.0556905
56563,EW10,1709197863.0591161
56564,EN13,1709197863.062819
56565,EN12,1709197863.0659018
56566,EN11,1709197863.0692139
56567,EN10,1709197863.0725772
56568,SW03,1709197863.0774417
56569,SW02,1709197863.0804856
56570,SW01,1709197863.0837345
56571,SW00,1709197863.089224
56572,SN13,1709197863.094266
56573,SN12,1709197863.0981164
56574,SN11,1709197863.101358
56575,SN10,1709197863.104624
56576,SE13,1709197863.10866
56577,SE12,1709197863.1141872
56578,SE11,1709197863.1179736
56579,SE10,1709197863.1244066
56580,ES03,1709197863.1301932
56581,ES02,1709197863.133591
56582,ES01,1709197863.1369495
56583,ES00,1709197863.1424649
56584,EW13,1709197863.1460505
56585,EW12,1709197863.1494157
56586,EW11,1709197863.1542342
56587,EW10,1709197863.1577964
56588,EN13,1709197863.1614878
56589,EN12,1709197863.1649344
56590,EN11,1709197863.168594
56591,EN10,1709197863.1729372
56592,SW03,1709197863.1812272
56593,SW02,1709197863.184517
56594,SW01,1709197863.1879385
56595,SW00,1709197863.1941607
56596,SN13,1709197863.1981611
56597,SN12,1709197863.2016215
56598,SN11,1709197863.2051477
56599,SN10,1709197863.2089121
56600,SE13,1709197863.212763
56601,SE12,1709197863.2159898
