,vehicleid,transtime
421,EN19,1709632423.6303413
422,SW01,1709632423.6414256
423,SE112,1709632423.650288
424,NS13,1709632423.6584983
425,NS14,1709632423.6619897
426,NS110,1709632423.6656134
427,NS111,1709632423.6699436
428,NE00,1709632423.6752148
429,NE06,1709632423.6793022
430,NE013,1709632423.684517
431,NE014,1709632423.6881669
432,NW15,1709632423.695367
433,WE18,1709632423.7059124
434,WS115,1709632423.7134037
435,WN07,1709632423.7298396
436,ES016,1709632423.9200428
437,EN12,1709632423.9293957
438,EN19,1709632423.9371314
439,EW117,1709632423.9445457
440,SW01,1709632423.95272
441,SE112,1709632423.9641557
442,NS13,1709632423.9709425
443,NS14,1709632423.9743423
444,NS110,1709632423.9779313
445,NS111,1709632423.9815042
446,NE00,1709632423.988211
447,NE06,1709632423.9923413
448,NE013,1709632423.9962237
449,NE014,1709632424.0018547
450,NW15,1709632424.0086334
451,WE18,1709632424.015053
452,WS115,1709632424.02312
453,WN07,1709632424.0348973
454,ES016,1709632424.2143893
455,EN12,1709632424.225448
456,EN19,1709632424.2294586
457,EW117,1709632424.2369924
458,SW01,1709632424.2435362
459,SE112,1709632424.2529051
460,NS13,1709632424.259581
461,NS14,1709632424.2631829
462,NS110,1709632424.2668636
463,NS111,1709632424.2731776
464,NE00,1709632424.2820404
465,NE06,1709632424.2859526
466,NE013,1709632424.2894993
467,NE014,1709632424.293581
468,NW15,1709632424.300617
469,WE18,1709632424.307621
470,WS115,1709632424.314396
471,WN07,1709632424.322862
472,ES016,1709632424.5111485
473,EN12,1709632424.518308
474,EN19,1709632424.521621
475,EW117,1709632424.5303674
476,SW01,1709632424.5389225
477,SE112,1709632424.54548
478,NS13,1709632424.553006
479,NS14,1709632424.556529
480,NS110,1709632424.5600312
481,NS111,1709632424.56359
482,NE00,1709632424.5691366
483,NE06,1709632424.5768874
484,NE013,1709632424.5813587
485,NE014,1709632424.5851696
486,NW15,1709632424.593171
487,WE18,1709632424.6003087
488,WS115,1709632424.6068175
489,WN07,1709632424.6142647
490,ES016,1709632424.812629
491,EN12,1709632424.8213441
492,EN19,1709632424.8253665
493,EW117,1709632424.8337283
494,SW01,1709632424.8419876
495,SE112,1709632424.8548508
496,NS13,1709632424.8609936
497,NS14,1709632424.865128
498,NS110,1709632424.8703794
499,NS111,1709632424.874275
500,NE00,1709632424.8796499
501,NE06,1709632424.8831284
502,NE013,1709632424.8865845
503,NE014,1709632424.8899019
504,NW15,1709632424.8961728
505,WE18,1709632424.9027417
506,WS115,1709632424.9091074
507,WN07,1709632424.9159782
508,ES016,1709632425.1140704
509,EN12,1709632425.1210806
510,EN19,1709632425.1254594
511,EW117,1709632425.1333501
512,SW01,1709632425.1398916
513,SN118,1709632425.1462545
514,SE112,1709632425.1517315
515,NS13,1709632425.1562476
516,NS14,1709632425.1585984
517,NS110,1709632425.1616337
518,NS111,1709632425.165033
519,NE00,1709632425.1703942
