,approachLeg,waitTime
0,ES0,12.25753903388977
1,SN1,14.753742218017578
2,NE0,12.480362892150879
3,WN0,166.21083879470825
4,NW1,15.325802326202393
5,WE1,5.83228874206543
6,EN1,28.247509956359863
7,NW1,16.4886474609375
8,WS1,19.65157461166382
9,SN1,12.206132173538208
