,vehicleid,delaytime
245,SN1242,22.50641441
246,SE1245,16.21102786
247,NS1253,6.888650179
248,NW1243,21.33173227
249,SN1250,11.09581017
250,NW1246,14.41420078
251,NW1248,13.19987702
252,NW1252,9.855749369
253,NW1257,5.985845566
254,EW1254,13.5023458
255,WS1258,9.304417849
256,WE1260,6.908474445
257,EW1261,6.302813053
258,WE1263,6.592303753
259,WS1265,6.600029469
260,SW0247,36.59989572
261,NE0255,27.88672662
262,NE0264,16.48376966
263,SW0268,6.597994089
264,NE0266,11.99054527
265,NE0273,6.58144474
266,NE0276,6.596576214
267,EN1269,21.00212741
268,WS1274,11.07008266
269,WE1272,18.26856589
270,WS1275,10.51147199
271,WE1278,6.604562998
272,EW1279,6.305102348
273,EN1282,6.299461365
274,EN1284,6.304873705
275,WS1286,6.57982111
276,SW0281,15.29309464
277,SW0283,13.79789758
278,SW0289,6.601050854
279,NE0291,6.606877089
280,NE0293,6.603344917
281,NE0295,6.589940548
282,SW0300,6.589449167
283,EW1294,21.90696859
284,WS1288,29.74108934
285,EW1305,6.29991293
286,WE1307,6.611354113
287,ES0256,93.00057507
288,WN0270,72.32562232
289,ES0271,67.81876779
290,WN0277,54.95581317
291,ES0287,43.19531441
292,WN0285,47.72366643
293,ES0308,10.79902148
294,WN0292,37.5395689
295,ES0310,6.282496452
296,WN0303,6.584009409
297,WN0312,6.541200161
298,ES0318,6.294531822
299,NW1259,103.8756306
300,SN1262,99.00464392
301,SE1290,50.11826158
302,NS1296,43.84122324
303,SN1267,89.71686554
304,SE1298,37.50559807
305,NS1297,40.52322555
306,SN1280,68.70417237
307,SE1299,37.19402313
308,NS1301,32.69182467
309,SN1309,24.30333972
310,SE1316,12.29921174
311,NS1304,30.6020782
312,SN1315,6.284572363
313,SE1320,6.273392439
314,SN1319,6.279460907
315,SW0302,37.78775859
316,NE0306,34.18983746
317,NE0317,17.99969888
318,NE0324,8.691302299
319,SW0327,6.622673273
320,NE0330,6.596334457
321,EW1311,37.49843049
322,WS1314,30.58860159
323,EW1313,33.58106732
324,EN1334,6.294606209
325,EW1321,21.28796482
326,WS1333,7.784017563
327,WS1337,6.615068674
328,WE1339,6.59168005
329,EN1338,6.299188375
330,EN1340,6.295559406
331,EW1341,6.296033621
332,EN1343,6.296077728
333,EW1344,6.293925047
334,WE1347,6.582688332
335,ES0322,42.89896798
336,WN0328,37.20059156
337,WN0335,28.75491309
338,ES0350,6.299220085
339,WN0352,6.588338137
340,WN0353,6.631393909
341,SE1323,47.36511254
342,SN1325,45.30785584
343,SE1331,39.89928603
344,NS1329,40.5010159
345,NW1326,43.80013371
346,NW1332,39.27466226
347,SN1346,22.19790673
348,SE1348,18.30293298
349,NS1345,22.19978189
350,SE1355,6.276750803
351,NW1356,5.974135637
352,SW0336,45.30780005
353,SW0342,41.08635545
354,NE0363,6.601923227
355,EN1349,38.69819331
356,EN1359,20.69622684
357,EW1368,6.595129251
358,WS1351,34.81583953
359,WS1357,29.42156696
