,Unnamed: 0,vehicleid,junctionid,approachleg,departleg,distfromstopline,point,arrivaltime,speed,priority,stoppedtime,waitingtime,timestamp
0,0,WN0642,JC1,WN0,WN0,-0.96193334431238,"(10.59000015258789, 6.78000020980835)",1711633938.1653244,0.0,0,1711633951.2070458,,1711633951.4329965
