,vehicleid,delaytime
0,NE00,11.782894849777222
1,SW03,14.491093635559082
2,NE012,14.722951889038086
3,SW015,14.100092649459839
4,NE024,13.790910720825195
5,SW027,13.201478004455566
6,NE036,12.99537992477417
7,SN14,22.64068055152893
8,NS11,22.291115760803223
9,SE15,24.662589073181152
10,SN116,21.846964836120605
11,NS113,21.682572603225708
12,NW12,23.491379261016846
13,SE117,24.015409469604492
14,SN128,21.086944103240967
15,NS125,20.700287103652954
16,NW114,22.80689311027527
17,SE129,23.20252275466919
18,SN140,19.81021475791931
19,NS137,19.554830074310303
20,NW126,21.96482753753662
21,SE141,21.883654356002808
22,SN152,18.58288335800171
23,NS149,18.40883207321167
24,NW138,20.82065463066101
25,SE153,20.74365520477295
26,SN164,17.81971573829651
27,NS161,17.437171697616577
28,NW150,19.440105438232422
29,SE165,19.79437804222107
30,SN176,16.415003776550293
31,NS173,16.103612661361694
32,NW162,18.551126718521118
33,SE177,18.58619999885559
34,SN188,15.191881656646729
35,NS185,14.996444463729858
36,NW174,17.383140087127686
37,SE189,17.308462619781494
38,SN1100,14.236304998397827
39,NS197,11.004606008529663
40,NW186,16.436511993408203
41,SE1101,11.603875160217285
42,NW198,11.96523380279541
43,EW110,36.40098810195923
44,EN111,37.231998682022095
45,WE17,38.51039385795593
46,EW122,35.702250242233276
47,EN123,36.63697576522827
48,WS18,39.06691765785217
49,EW134,34.81752347946167
50,WE119,38.159865856170654
51,EN135,35.6953558921814
52,WS120,38.420766830444336
53,EW146,33.5921630859375
54,WE131,37.213655948638916
55,EN147,34.83356213569641
56,WS132,37.87125778198242
57,SW039,36.58860445022583
58,NE048,36.37794804573059
59,SW051,35.12464714050293
60,NE060,35.34228563308716
61,SW063,34.499144554138184
62,NE072,34.20645999908447
63,SW075,33.26163959503174
64,NE084,32.997920751571655
65,SW087,32.027994871139526
66,NE096,32.09078645706177
67,EW158,49.83239150047302
68,WE143,53.498239278793335
69,EN159,51.069692611694336
70,WS144,54.062023639678955
71,EW170,48.83998918533325
72,WE155,52.19420051574707
73,EN171,50.02809381484985
74,WS156,52.788326263427734
75,EW182,47.73051619529724
76,WE167,51.320812702178955
77,EN183,49.01921272277832
78,WS168,52.00933790206909
79,EW194,46.49484920501709
80,WE179,50.10570669174194
81,EN195,47.73201942443848
82,WS180,50.70317268371582
83,EW1106,28.25629711151123
84,WE191,48.91872525215149
85,EN1107,28.51038146018982
86,WS192,49.44918084144592
87,WE1103,28.787124395370483
88,EW1118,10.693214654922485
89,EN1119,11.686132907867432
90,WS1104,29.403965950012207
91,WE1115,13.2167067527771
92,WS1116,13.597146987915039
93,WE1127,11.698346853256226
94,EN1131,11.03106689453125
95,WS1128,11.99993371963501
96,EW1130,10.778014898300171
97,EW1142,12.309530019760132
98,EN1143,13.19388222694397
99,WE1139,14.355229616165161
100,WS1140,15.004468441009521
101,WE1151,11.692517042160034
102,EN1155,11.090667963027954
103,WS1152,11.966999530792236
104,EW1154,10.728678226470947
105,EN1167,11.049899578094482
106,EW1166,10.686118841171265
107,WE1163,12.301212310791016
108,WS1164,12.884519338607788
109,SW099,74.31522750854492
110,SW0111,39.3318977355957
111,NE0108,40.815454959869385
112,NE0120,37.15887904167175
113,SW0123,35.94637155532837
114,SW0135,32.93473410606384
115,NE0132,34.53806519508362
116,NE0144,27.286559581756592
117,SN1112,46.89096188545227
118,NS1109,46.43679189682007
119,SE1113,48.591423749923706
120,SN1124,43.49490165710449
121,NS1121,43.17300748825073
122,NW1110,47.289042949676514
123,SE1125,45.6015739440918
124,SN1136,40.443098306655884
125,NS1133,40.096214294433594
126,NW1122,44.39611005783081
127,SE1137,42.524720907211304
128,SN1148,33.33054184913635
129,NS1145,32.94184708595276
130,NW1134,41.32158422470093
131,SE1149,35.46152329444885
132,NW1146,34.16215777397156
133,ES09,105.91086268424988
134,WN06,107.7236340045929
135,ES021,105.36027240753174
136,WN018,107.2164716720581
137,ES033,104.45842361450195
138,WN030,106.19498562812805
139,ES045,103.22799110412598
140,WN042,105.00000095367432
141,ES057,101.96480226516724
142,WN054,103.78326272964478
143,ES069,101.2467131614685
144,WN066,102.96127605438232
145,ES081,99.9501748085022
146,WN078,101.74519157409668
147,ES093,98.72745490074158
148,WN090,100.93984913825989
149,ES0105,11.515674352645874
150,WN0102,11.68012547492981
151,ES0117,11.354738712310791
152,WN0114,11.862551927566528
153,ES0129,11.444509267807007
154,WN0126,11.619308948516846
155,ES0141,11.41516661643982
156,WN0138,11.70231294631958
157,ES0153,11.432111978530884
158,ES0165,11.423031091690063
159,WN0150,11.79721999168396
160,ES0177,11.420259237289429
161,WN0162,11.672482013702393
162,SN1160,48.30729293823242
163,NS1157,47.95166492462158
164,SN1172,35.40522766113281
165,SE1161,50.63000845909119
166,NS1169,35.11779475212097
167,SE1173,37.50805592536926
168,NW1158,49.392048358917236
169,SN1184,32.117554903030396
170,NS1181,31.81909203529358
171,NW1170,36.242238998413086
172,SE1185,34.187071323394775
173,SN1196,28.941654443740845
174,NS1193,28.679271697998047
175,NW1182,32.97422409057617
176,SE1197,31.2133731842041
177,SN1208,14.035749673843384
178,NS1205,13.817641735076904
179,NW1194,29.894240617752075
180,SE1209,16.167112350463867
181,NW1206,14.992345571517944
182,EW1178,47.63721752166748
183,EN1179,48.72454595565796
184,EW1190,44.15613412857056
185,WE1175,49.91841006278992
186,EN1191,45.01167178153992
187,WS1176,50.42933130264282
188,EW1202,41.05300784111023
189,WE1187,46.58372902870178
190,EN1203,41.992148876190186
191,WS1188,46.82692337036133
192,EW1214,26.035032272338867
193,WE1199,43.46677088737488
194,WS1200,43.82494616508484
195,EN1215,27.279014110565186
196,EW1226,11.140900373458862
197,WE1211,28.501237630844116
198,WS1212,28.762709379196167
199,EN1227,12.592450618743896
200,WE1223,13.417898654937744
201,WS1224,13.752834796905518
202,WE1235,11.732749700546265
203,WS1236,11.98178744316101
204,SN1220,20.393004417419434
205,NS1217,20.037310361862183
206,SN1232,14.98350739479065
207,SE1221,22.769579648971558
208,NS1229,14.687581062316895
209,SE1233,16.980305671691895
210,NW1218,21.594229698181152
211,NW1230,15.841345310211182
212,SN1244,11.16895604133606
213,SE1245,13.252385139465332
214,NS1241,11.059885263442993
215,NW1242,12.04212236404419
216,SW0147,92.93621015548706
217,SW0159,87.9218819141388
218,NE0156,89.39452743530273
219,NE0168,76.24035596847534
220,SW0171,75.38381671905518
221,NE0180,73.0204381942749
222,SW0183,72.18923377990723
223,NE0192,70.08434677124023
224,SW0195,69.19600582122803
225,NE0204,55.2063570022583
226,SW0207,54.14819526672363
227,NE0216,40.20134615898132
228,SW0219,39.59067487716675
229,NE0228,34.81796979904175
230,SW0231,34.16821098327637
231,NE0240,25.880526542663574
232,SW0243,25.08492159843445
233,NE0252,20.743753910064697
234,SW0255,12.342291355133057
235,NE0264,12.68123197555542
236,SW0267,12.292492151260376
237,NE0276,12.641526460647583
238,WN0174,68.88479566574097
239,WN0186,68.88734722137451
240,WN0198,68.89019966125488
241,ES0189,68.74157667160034
242,ES0201,68.53199481964111
243,WN0210,68.2764675617218
244,ES0213,66.96859407424927
245,WN0222,53.256232261657715
246,ES0225,52.09852385520935
247,WN0234,48.007033824920654
248,ES0237,46.94511675834656
249,WN0246,39.09053874015808
250,ES0249,37.953065395355225
251,WN0258,34.04248046875
252,ES0261,32.76431226730347
253,WN0270,32.7387170791626
254,ES0273,31.591001749038696
255,WN0282,27.610321283340454
256,ES0285,26.475722551345825
257,WN0294,16.285597801208496
258,ES0297,12.471368074417114
259,WN0306,12.71904182434082
260,ES0309,12.32762622833252
261,WN0318,12.052151441574097
262,ES0321,11.83804988861084
263,EN1239,70.70110201835632
264,EW1238,70.3476812839508
265,EN1251,61.447970151901245
266,EW1250,61.11886668205261
267,WE1247,62.60232853889465
268,EN1263,56.301061153411865
269,WS1248,63.16672158241272
270,EW1262,55.926121950149536
271,WE1259,57.41808867454529
272,WS1260,57.68324828147888
273,EN1275,54.96451234817505
274,EW1274,54.51972198486328
275,WE1271,56.17437481880188
276,WS1272,56.43736004829407
277,EN1287,50.20060157775879
278,EW1286,49.60079503059387
279,WE1283,51.09670090675354
280,WS1284,51.417898416519165
281,EN1299,38.80851483345032
282,EW1298,38.241713523864746
283,WE1295,39.6613392829895
284,WS1296,39.938536643981934
285,EN1311,35.62317395210266
286,EW1310,34.99192142486572
287,WE1307,36.91405749320984
288,WS1308,36.92347860336304
289,EN1323,26.333353519439697
290,EW1322,25.65814709663391
291,WE1319,27.644855260849
292,WS1320,27.65285348892212
293,WE1331,11.689538717269897
294,EN1335,10.909494161605835
295,WS1332,11.946945428848267
296,EW1334,10.700330018997192
297,EN1347,11.46267032623291
298,EW1346,10.69492793083191
299,WE1343,12.572308540344238
300,WS1344,13.173110961914062
301,SW0279,64.43822431564331
302,SW0291,54.793723344802856
303,NE0288,56.40894651412964
304,NE0300,52.940417528152466
305,SW0303,51.59645223617554
306,SW0315,42.50619101524353
307,NE0312,44.116273641586304
308,SW0327,25.516467571258545
309,NE0324,27.100353240966797
310,SW0339,21.009289979934692
311,NE0336,22.641372680664062
312,NE0348,15.30827283859253
313,SW0351,14.077516555786133
314,NE0360,11.703967332839966
315,SW0363,11.400235176086426
316,SN1256,90.23881793022156
317,NS1253,90.03311204910278
318,SN1268,88.85703086853027
319,SE1257,92.47179293632507
320,NS1265,88.44637823104858
321,SE1269,90.98295593261719
322,NW1254,91.25986099243164
323,SN1280,83.79358100891113
324,NS1277,83.46645522117615
325,NW1266,89.70139384269714
326,SE1281,85.89759421348572
327,SN1292,72.43514609336853
328,NS1289,72.01322531700134
329,NW1278,84.71355175971985
330,SE1293,74.49311232566833
331,SN1304,69.27097535133362
332,NS1301,68.92049527168274
333,NW1290,73.32858657836914
334,SE1305,71.53479099273682
335,SN1316,59.97921562194824
336,NS1313,59.62239718437195
337,NW1302,70.08918523788452
338,SE1317,62.07889914512634
339,SN1328,43.050617694854736
340,NS1325,42.69782733917236
341,NW1314,60.82160401344299
342,SE1329,45.31539297103882
343,NW1326,43.92700266838074
344,ES0333,48.54544425010681
345,WN0330,50.510387659072876
346,ES0345,43.49948811531067
347,WN0342,45.27410578727722
348,ES0357,36.354220151901245
349,WN0354,38.06403112411499
350,ES0369,31.156980991363525
351,WN0366,32.92209577560425
352,ES0381,16.271589040756226
353,WN0378,18.06343388557434
354,ES0393,12.827909708023071
