,starttime,endtime,phaseDuration
123,1709847065.4452152,1709847065.4521792,8
124,1709847073.5336947,1709847073.5369847,8
125,1709847081.6336627,1709847081.6378503,8
126,1709847089.7336898,1709847089.7372916,8
127,1709847097.8336875,1709847097.8365464,8
128,1709847105.9336483,1709847105.9360774,8
129,1709847114.0337012,1709847114.0372446,8
130,1709847122.4190283,1709847122.4221466,8
131,1709847130.3794706,1709847130.383928,8
132,1709847138.4060502,1709847138.4087086,8
133,1709847146.4425886,1709847146.445232,8
134,1709847154.5336218,1709847154.5366614,8
135,1709847162.6336143,1709847162.6394281,8
136,1709847170.733734,1709847170.7370296,8
137,1709847178.833667,1709847178.837294,8
138,1709847186.9336689,1709847186.9363155,8
139,1709847195.0336373,1709847195.0370245,8
140,1709847203.3533676,1709847203.3569884,8
