,vehicleid,delaytime,,
219,EN1209,7.659767151,,
220,EW1230,7.670723438,,
221,WE1249,8.109816313,,
222,WS1244,8.114356756,,
223,EN1220,7.79887867,,
224,EW1242,7.801314831,,
225,WE1267,8.095248938,,
226,WS1254,8.079723358,,
227,EN1239,7.68220973,,
228,EW1246,7.673690319,,
229,EN1243,7.663272381,,
230,EW1251,7.66442132,,
231,WE1275,8.043005228,,
232,WS1261,8.02415967,,
233,EN1248,7.730139017,,
234,EW1258,7.735176086,,
235,WE1301,8.096506596,,
236,WS1276,8.080909252,,
237,EW1259,7.688457966,,
238,EN1253,7.654411554,,
239,EW1263,7.645513058,,
240,WS1281,8.007172585,,
241,EN1277,7.64149332,,
242,WS1283,8.020678997,,
243,EW1264,7.612517118,,
244,EN1286,7.642273664,,
245,EW1265,7.625511885,,
246,WS1292,7.985489845,,
247,EN1299,7.560156822,,
248,EW1271,7.549982071,,
249,WE1319,7.924313307,,
250,WS1297,7.911734819,,
251,EN1307,7.55952549,,
252,WS1302,7.930682659,,
253,SW0260,30.48194408,,
254,NE0270,28.48540187,,
255,NE0308,14.52954054,,
256,SW0287,21.68751001,,
257,SW0294,20.81327367,,
258,NE0322,10.47955585,,
259,SW0303,18.16823983,,
260,SW0312,7.925936222,,
261,SW0314,7.948496819,,
262,NS1279,31.0951128,,
263,SN1280,31.84260774,,
264,SE1284,30.70884275,,
265,NS1289,27.66011834,,
266,NW1288,28.66030931,,
267,SN1295,27.01736856,,
268,SE1300,26.17602205,,
269,NS1310,21.07754016,,
270,NW1290,28.75729537,,
271,SN1309,22.51195002,,
272,SE1318,19.23730779,,
273,NS1317,18.48384333,,
274,NW1296,27.6849184,,
275,SN1333,13.09002566,,
276,SE1327,17.3843317,,
277,NS1329,15.94551134,,
278,NW1306,24.69585276,,
279,NS1343,7.194925785,,
280,NW1324,7.198367834,,
281,NS1344,7.158990383,,
282,NW1336,7.148752451,,
283,NW1337,7.130626678,,
284,NW1340,7.104473352,,
285,SN1359,7.491128683,,
286,NS1356,7.070301294,,
