,approachLeg,waitTime
0,SW0,7.876140356063843
1,WN0,82.13035988807678
2,NS1,18.37554383277893
3,SN1,40.5308358669281
4,NE0,11.626431465148926
5,EW1,19.000104665756226
6,WS1,53.23789882659912
7,SW0,56.62543082237244
8,WS1,25.71454620361328
