,approachLeg,waitTime
0,ES0,44.047465085983276
1,SN1,8.684653759002686
2,NS1,23.80668807029724
3,SN1,38.03850984573364
4,NW1,38.6513249874115
5,WE1,6.199588060379028
6,ES0,8.654139280319214
7,SE1,8.339234590530396
8,ES0,56.87201714515686
9,SE1,9.323073387145996
