,vehicleid,delaytime
85,NE084,11.39502883
86,SE186,13.5003767
87,NW187,11.40514493
88,SN188,6.304797888
89,NW189,5.993717194
90,SW090,12.59230161
91,NE091,6.602631807
92,SN192,7.797294617
93,NW193,5.995870829
94,NW194,6.007205725
95,NW195,5.985243797
96,NE096,10.5056932
97,SN198,15.59801888
98,SE199,9.303759336
99,NS197,16.19874835
100,SN1100,6.300486565
101,SN1101,6.293901682
102,SE1102,6.323489666
103,SN1103,6.306308985
104,SE1104,8.401277304
105,SN1106,6.299954414
106,SN1107,6.30263257
107,SE1108,22.79803109
108,NS1109,18.29929638
109,SE1110,18.60456848
110,SN1112,6.602148294
111,SE1113,6.293531656
112,SW0105,43.19923425
113,SW0111,18.59122181
114,SW0114,12.90255904
115,SW0115,12.89664364
116,SW0118,6.591960907
117,NS1116,11.99800205
118,NW1117,11.4024539
119,NS1120,6.006672382
120,SN1123,6.298613071
121,SE1124,6.298861027
122,NE0119,16.79303503
123,NE0121,12.60670924
124,NE0122,12.29959297
125,SE1125,25.50009036
126,SN1126,17.06550503
127,SE1128,11.38173628
128,SN1127,16.79363155
129,NS1130,6.285510063
130,NW1131,5.983327389
131,NW1132,5.990593433
132,SE1133,6.301032782
133,NS1134,6.005254745
134,NE0129,26.09031034
135,NE0135,9.299043179
136,SW0137,6.60276413
137,NE0139,6.595268488
138,NE0143,6.594771624
139,SN1136,33.89657307
140,SE1138,25.79415417
141,NS1141,15.90609074
142,SE1142,14.99761438
143,NS1144,11.9857595
144,SN1140,23.09458017
145,NE0145,9.600476503
146,SW0146,6.606521845
147,NE0148,6.608986855
148,NW1147,10.79936004
149,SE1149,6.589322329
150,NW1151,5.996934175
151,NS1152,6.001556873
152,SE1153,6.300849676
153,NS1154,6.005199432
154,SW0155,8.702479124
155,NE0150,19.50002384
156,SW0156,6.587142467
157,SW0157,6.603366613
158,NE0159,6.597062111
159,SW0158,6.594684839
160,SE1161,9.3035357
161,NW1160,12.9083147
162,NS1162,6.002588749
163,SN1164,6.298162222
164,SE1165,6.297824383
165,NE0163,13.19680786
166,SW0167,6.593164921
167,NE0169,6.593115568
168,SN1168,25.49131513
169,NS1172,12.90383816
170,NW1170,20.39626646
171,SE1166,31.18666673
172,NW1173,13.19201517
173,NW1174,12.60171509
174,SE1176,6.290069103
175,SN1177,6.308242083
176,SW0171,25.19842029
177,SW0175,23.39428711
178,SW0178,9.895037413
179,SN1179,6.598819256
180,SE1180,6.593719006
181,SN1181,8.689936161
182,NW1182,7.791509151
183,NS1183,5.99738884
184,SN1184,6.302724361
185,NW1185,5.994782686
186,NE0187,6.594281197
187,SN1188,6.898161888
188,SE1186,26.10145426
189,NW1190,6.001427174
190,SE1191,6.302375793
191,NW1193,5.998336554
192,SW0189,30.89957476
193,NE0192,18.90996933
194,NE0194,8.098297596
195,SW0197,6.593327999
196,SN1195,13.20180035
197,NS1196,11.39792633
198,NW1198,5.996961355
199,SN1200,9.00293684
200,SE1199,13.80527163
201,NW1201,7.813719034
202,SE1203,6.291122437
203,SE1204,6.28848052
204,SE1206,6.299953461
205,SW0202,16.49783278
206,NE0205,11.39784884
207,NE0209,6.599509239
208,NE0210,6.588232517
209,NS1207,11.98714948
210,NS1208,11.09295726
211,NS1211,8.403368235
212,SN1212,9.30109334
213,SE1213,11.69320202
214,SE1214,11.0925827
215,NS1217,6.307462454
216,NS1218,6.006364346
217,NE0215,23.38894868
218,NE0216,19.79734421
219,SW0219,6.606203794
220,SE1221,6.589626312
221,NW1222,5.973789692
